,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型,用水类型,用电类型,燃气价格
0,['海骏达蜀都1号一期南区 3室1厅 西南'],149.5,12198,海骏达蜀都1号一期南区,郫都,郫县城区,3室1厅1厨2卫,高楼层 (共26层),122.57㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯四户,有,2020-08-09,商品房,2016-03-22,普通住宅,满五年,共有,"
                                有抵押 35万元 郫县中国银行 客户偿还
                              ",未上传房本照片,,,,
1,['中冶中央公园 3室2厅 东南'],94,10599,中冶中央公园,郫都,郫县城区,3室2厅1厨2卫,中楼层 (共32层),88.69㎡,暂无数据,72.56㎡,塔楼,东南,钢混结构,简装,三梯九户,有,2021-12-19,商品房,2017-05-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2,['龙城国际 3室2厅 西北'],168,15403,龙城国际,郫都,橡树湾,3室2厅1厨2卫,高楼层 (共33层),109.07㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,三梯六户,有,2021-12-18,商品房,2017-03-14,普通住宅,满两年,共有,"
                                有抵押 70万元
                              ",已上传房本照片,,,,
3,['龙城国际 4室2厅 东南'],190,13521,龙城国际,郫都,橡树湾,4室2厅1厨2卫,低楼层 (共9层),140.53㎡,错层,暂无数据,板楼,东南,框架结构,毛坯,一梯两户,有,2021-12-22,商品房,2018-02-09,普通住宅,满两年,非共有,"
                                有抵押 15万元
                              ",已上传房本照片,,,,
4,['地矿人家 3室2厅 西南'],85.9,6537,地矿人家,郫都,郫县城区,3室2厅1厨2卫,高楼层 (共18层),131.42㎡,错层,112.82㎡,板塔结合,西南,钢混结构,毛坯,两梯四户,有,2021-12-21,商品房,2010-12-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
5,['西郡兰庭 3室2厅 东南'],143,11486,西郡兰庭,郫都,犀浦,3室2厅1厨2卫,高楼层 (共17层),124.5㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,两梯六户,有,2021-12-21,商品房,2011-12-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
6,['置信逸都D区 3室2厅 东北'],145,11627,置信逸都D区,郫都,郫县万达,3室2厅1厨2卫,中楼层 (共33层),124.71㎡,平层,110㎡,板塔结合,东北,钢混结构,精装,两梯五户,有,2021-12-20,商品房,2019-11-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
7,['一里阳光 3室1厅 东北'],108,9643,一里阳光,郫都,郫县万达,3室1厅1厨2卫,中楼层 (共32层),112㎡,平层,91.37㎡,塔楼,东北,钢混结构,毛坯,两梯六户,有,2021-12-21,商品房,2014-06-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
8,['交大万嘉樟菊园 2室2厅 东南'],89,9776,交大万嘉樟菊园,郫都,犀浦,2室2厅1厨1卫,低楼层 (共26层),91.04㎡,平层,72.48㎡,板塔结合,东南,钢混结构,毛坯,两梯四户,有,2021-12-20,商品房,2017-05-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
9,['上善天成二期 3室1厅 西北'],110,9998,上善天成二期,郫都,红光,3室1厅1厨2卫,低楼层 (共11层),110.03㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯三户,有,2021-12-16,商品房,2017-04-10,普通住宅,满两年,共有,"
                                有抵押 24万元 农业银行 金融公司垫资
                              ",已上传房本照片,,,,
10,['西汇佳苑 2室1厅 北'],55,6976,西汇佳苑,郫都,郫县万达,2室1厅1厨1卫,高楼层 (共6层),78.85㎡,平层,66.47㎡,板楼,北,混合结构,简装,一梯两户,无,2021-12-18,商品房,2009-12-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
11,['中铁塔米亚 2室1厅 东南'],104,14613,中铁塔米亚,郫都,成外,2室1厅1厨1卫,中楼层 (共11层),71.17㎡,平层,61.8㎡,板塔结合,东南,框架结构,精装,一梯四户,有,2021-12-19,商品房,2014-08-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
12,['中铁奥维尔 3室1厅 东南'],91.5,10302,中铁奥维尔,郫都,郫县城区,3室1厅1厨2卫,低楼层 (共31层),88.82㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,三梯六户,有,2021-12-16,商品房,2018-11-09,普通住宅,满两年,共有,"
                                有抵押 5万元
                              ",已上传房本照片,,,,
13,['时代水岸康城 4室2厅 西南'],122,11130,时代水岸康城,郫都,红光,4室2厅1厨2卫,中楼层 (共25层),109.62㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯四户,有,2021-12-14,商品房,2016-09-07,普通住宅,满五年,非共有,"
                                有抵押 12万元 工商银行 业主自还
                              ",已上传房本照片,,,,
14,['华邑阳光里 2室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,华邑阳光里,郫都,犀浦,2室1厅1厨1卫,低楼层 (共30层),71.87㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯六户,有,2021-12-15,商品房,2015-05-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
15,['西江月 3室2厅 东南'],121,12801,西江月,郫都,成外,3室2厅1厨1卫,高楼层 (共17层),94.53㎡,平层,79.8㎡,板塔结合,东南,框架结构,精装,两梯五户,有,2021-12-22,商品房,2016-08-17,普通住宅,满五年,非共有,"
                                有抵押 56万元 农行郫都支行按揭48万，二抵8万 业主自还
                              ",已上传房本照片,,,,
16,['鹃城印象 4室2厅 东南'],104,7384,鹃城印象,郫都,郫县万达,4室2厅1厨2卫,高楼层 (共6层),140.86㎡,跃层,暂无数据,板塔结合,东南,钢混结构,精装,一梯三户,无,2021-12-07,商品房,2013-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
17,['华宇天府花城 2室1厅 东南'],80,11318,华宇天府花城,郫都,郫县万达,2室1厅1厨1卫,低楼层 (共31层),70.69㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2021-10-02,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 10万元 建设银行 业主自还
                              ",未上传房本照片,,,,
18,['天邑宏御花园御苑 5室2厅 南'],181,8700,天邑宏御花园御苑,郫都,橡树湾,5室2厅1厨3卫,中楼层 (共25层),208.05㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯两户,有,2020-08-13,商品房,2017-03-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
19,['中铁伊萨贝拉 3室1厅 东北'],110,11957,中铁伊萨贝拉,郫都,犀浦,3室1厅1厨1卫,中楼层 (共26层),92㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯六户,有,2021-12-15,商品房,2014-12-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
20,['华侨凤凰国际城 3室2厅 东北'],110,11143,华侨凤凰国际城,郫都,郫县城区,3室2厅1厨2卫,高楼层 (共30层),98.72㎡,平层,77.07㎡,板塔结合,东北,钢混结构,精装,两梯五户,有,2021-12-10,商品房,2015-02-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
21,['南兴巷3号 2室2厅 南 北'],47,5760,南兴巷3号,郫都,郫县城区,2室2厅1厨1卫,高楼层 (共6层),81.61㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,无,2021-12-18,商品房,2018-07-06,普通住宅,满两年,非共有,"
                                有抵押 19万元 业主自还
                              ",已上传房本照片,,,,
22,['派克公馆 1室1厅 东南'],61,12125,派克公馆,郫都,成外,1室1厅1厨1卫,高楼层 (共13层),50.31㎡,平层,37.58㎡,塔楼,东南,框架结构,精装,四梯二十户,有,2021-12-19,商品房,2010-11-24,普通住宅,满五年,共有,"
                                有抵押 2万元 业主自还
                              ",已上传房本照片,,,,
23,['西江月 3室2厅 东南'],145,12712,西江月,郫都,成外,3室2厅1厨2卫,低楼层 (共17层),114.07㎡,平层,100㎡,板塔结合,东南,框架结构,简装,两梯五户,有,2021-12-14,商品房,2015-06-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
24,['绿地国际花都一期 3室1厅 西南'],105,11793,绿地国际花都一期,郫都,郫县城区,3室1厅1厨1卫,高楼层 (共31层),89.04㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯四户,有,2021-12-16,商品房,2014-05-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
25,['四季豪廷 3室1厅 东南'],147,11934,四季豪廷,郫都,郫县城区,3室1厅1厨2卫,高楼层 (共30层),123.18㎡,平层,98.6㎡,板楼,东南,钢混结构,毛坯,两梯四户,有,2021-12-17,商品房,2012-12-24,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
26,['成外雅庭 1室1厅 西北'],55,10612,成外雅庭,郫都,成外,1室1厅1厨1卫,高楼层 (共18层),51.83㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯五户,有,2021-12-19,商品房,2009-12-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
27,['西区花园水云庭 3室2厅 东南'],99,10298,西区花园水云庭,郫都,犀浦,3室2厅1厨2卫,低楼层 (共6层),96.14㎡,平层,86.11㎡,板楼,东南,钢混结构,简装,一梯两户,无,2021-12-19,商品房,2012-12-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
28,['泰山新城桂花苑 3室2厅 东南'],80,6820,泰山新城桂花苑,郫都,犀浦,3室2厅1厨2卫,低楼层 (共6层),117.31㎡,错层,110.21㎡,板塔结合,东南,钢混结构,简装,一梯两户,无,2021-12-17,商品房,2004-01-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
29,['枫林秀色 3室2厅 东南'],114,8932,枫林秀色,郫都,郫县城区,3室2厅1厨2卫,中楼层 (共6层),127.64㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,2021-12-20,商品房,2007-08-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
30,['书香府邸二期英伦 3室1厅 东北'],121,14323,书香府邸二期英伦,郫都,成外,3室1厅1厨1卫,低楼层 (共16层),84.48㎡,平层,暂无数据,板楼,东北,钢混结构,简装,两梯六户,有,2021-12-22,商品房,2016-12-28,普通住宅,满两年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
31,['宇众悦府 2室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,宇众悦府,郫都,犀浦,2室1厅1厨1卫,中楼层 (共27层),50.87㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有,2021-12-12,商品房,2017-04-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
32,['派克公馆 2室1厅 东北'],115.6,13299,派克公馆,郫都,成外,2室1厅1厨1卫,低楼层 (共18层),86.93㎡,平层,70.06㎡,板塔结合,东北,框架结构,精装,两梯三户,有,2021-12-17,商品房,2014-09-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
33,['海骏达蜀都1号一期北区 2室1厅 西南'],82.5,12167,海骏达蜀都1号一期北区,郫都,郫县城区,2室1厅1厨1卫,中楼层 (共30层),67.81㎡,平层,暂无数据,板楼,西南,框架结构,简装,两梯六户,有,2021-12-15,商品房,2014-12-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
34,['中信未来城北区 3室1厅 东南'],139.9,13197,中信未来城北区,郫都,郫县城区,3室1厅1厨2卫,低楼层 (共33层),106.01㎡,平层,104㎡,塔楼,东南,框架结构,精装,两梯四户,有,2021-12-16,商品房,2012-12-04,普通住宅,满五年,非共有,"
                                有抵押 10万元 中国银行 业主自还
                              ",已上传房本照片,,,,
35,['中铁西郡英华二期 3室1厅 东南'],115,10495,中铁西郡英华二期,郫都,红光,3室1厅1厨2卫,中楼层 (共31层),109.58㎡,平层,90.12㎡,板塔结合,东南,框架结构,精装,两梯六户,有,2021-11-28,商品房,2014-11-12,普通住宅,满五年,共有,"
                                有抵押 15万元 中国银行 业主自还
                              ",已上传房本照片,,,,
36,['朗基少帅府 3室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,朗基少帅府,郫都,犀浦,3室2厅1厨2卫,中楼层 (共25层),91.22㎡,平层,91㎡,塔楼,西南,钢混结构,精装,两梯六户,有,2021-12-03,商品房,2018-11-07,普通住宅,满两年,非共有,"
                                有抵押 30万元 金融公司垫资
                              ",已上传房本照片,,,,
37,['龙城国际 3室2厅 西南'],147,15183,龙城国际,郫都,橡树湾,3室2厅1厨2卫,中楼层 (共33层),96.82㎡,平层,78.26㎡,板塔结合,西南,钢混结构,简装,三梯五户,有,2021-11-24,商品房,2015-10-27,普通住宅,满五年,共有,"
                                有抵押 90万元 客户偿还
                              ",已上传房本照片,,,,
38,['博园世家 4室2厅 东南'],92,5163,博园世家,郫都,郫县万达,4室2厅1厨3卫,低楼层 (共6层),178.21㎡,平层,161.87㎡,板楼,东南,钢混结构,毛坯,一梯三户,无,2021-12-02,商品房,2006-06-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
39,['西郡兰庭 2室1厅 西北'],90,12311,西郡兰庭,郫都,犀浦,2室1厅1厨1卫,中楼层 (共17层),73.11㎡,平层,60.77㎡,板塔结合,西北,框架结构,精装,两梯四户,有,2021-12-05,商品房,2016-12-01,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
40,['铂金时代 3室2厅 东北'],116,8561,铂金时代,郫都,郫县城区,3室2厅1厨2卫,中楼层 (共13层),135.5㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,一梯两户,有,2021-11-30,经济适用房,2019-03-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
41,['华润橡树湾B区 3室1厅 东南'],108,17308,华润橡树湾B区,郫都,橡树湾,3室1厅1厨1卫,高楼层 (共34层),62.4㎡,平层,45.51㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-12-07,商品房,2015-02-27,普通住宅,满五年,非共有,"
                                有抵押 12万元 工行 业主自还
                              ",已上传房本照片,,,,
42,['龙城国际 2室1厅 东南'],103,12743,龙城国际,郫都,橡树湾,2室1厅1厨1卫,高楼层 (共33层),80.83㎡,平层,64.2㎡,板塔结合,东南,钢混结构,精装,三梯六户,有,2021-12-08,商品房,2016-11-15,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
43,['正成名城左岸 3室1厅 东南'],80,10323,正成名城左岸,郫都,红光,3室1厅1厨1卫,低楼层 (共27层),77.5㎡,平层,暂无数据,板塔结合,东南,框架结构,精装,两梯六户,有,2021-12-07,商品房,2017-07-24,普通住宅,满两年,共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
44,['绿地国际花都三期 3室2厅 西南'],131,12991,绿地国际花都三期,郫都,郫县城区,3室2厅1厨2卫,中楼层 (共32层),100.84㎡,平层,82.37㎡,塔楼,西南,钢混结构,精装,两梯十八户,有,2021-12-04,商品房,2016-12-09,普通住宅,满五年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
45,['时代悦城 3室2厅 西南'],92,11104,时代悦城,郫都,郫县城区,3室2厅1厨1卫,高楼层 (共32层),82.86㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有,2021-11-29,商品房,2019-12-19,普通住宅,满两年,共有,"
                                有抵押 18万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
46,['溪地湾 3室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,溪地湾,郫都,犀浦,3室2厅1厨1卫,中楼层 (共33层),79.87㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯六户,有,2021-11-28,商品房,2018-08-22,普通住宅,满两年,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,,,,
47,['溪地湾 3室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,溪地湾,郫都,犀浦,3室2厅1厨1卫,低楼层 (共33层),79.87㎡,平层,79㎡,塔楼,西南,钢混结构,精装,三梯六户,有,2021-12-04,商品房,2016-12-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
48,['蜀都万达广场 4室2厅 西南'],121,12139,蜀都万达广场,郫都,郫县万达,4室2厅1厨2卫,中楼层 (共32层),99.68㎡,平层,90㎡,板楼,西南,框架结构,精装,两梯六户,有,2021-11-26,商品房,2018-05-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
49,['中信未来城南区 3室2厅 东南'],125,12270,中信未来城南区,郫都,郫县城区,3室2厅1厨2卫,高楼层 (共33层),101.88㎡,平层,82.77㎡,板楼,东南,框架结构,精装,两梯四户,有,2021-12-04,商品房,2014-05-28,普通住宅,满五年,共有,"
                                有抵押 20万元 金融公司垫资
                              ",已上传房本照片,,,,
50,['上置雅宾利 3室2厅 东南'],106.8,14892,上置雅宾利,郫都,红光,3室2厅1厨2卫,高楼层 (共24层),71.72㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯五户,有,2021-12-04,商品房,2018-01-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
51,['华润橡树湾B区 3室2厅 东南'],126,16167,华润橡树湾B区,郫都,橡树湾,3室2厅1厨2卫,中楼层 (共34层),77.94㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,两梯六户,有,2021-12-06,商品房,2015-04-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
52,['龙光君悦华庭二期 3室2厅 东南'],108,11670,龙光君悦华庭二期,郫都,郫县城区,3室2厅1厨2卫,中楼层 (共25层),92.55㎡,平层,82㎡,塔楼,东南,钢混结构,精装,两梯六户,有,2021-11-26,商品房,2019-08-12,普通住宅,满两年,共有,"
                                有抵押 17万元 业主自还
                              ",已上传房本照片,,,,
53,['青铜时代 4室1厅 东'],112,7646,青铜时代,郫都,郫县万达,4室1厅1厨2卫,中楼层 (共18层),146.49㎡,平层,暂无数据,塔楼,东,钢混结构,毛坯,两梯四户,有,2021-12-03,商品房,2013-12-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
54,['西区地标 3室2厅 东南'],110,13074,西区地标,郫都,犀浦,3室2厅1厨1卫,低楼层 (共25层),84.14㎡,平层,67.06㎡,板楼,东南,钢混结构,精装,两梯七户,有,2021-12-10,商品房,2016-10-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
55,['公园榕郡 2室1厅 东北'],58,12563,公园榕郡,郫都,犀浦,2室1厅1厨1卫,高楼层 (共18层),46.17㎡,平层,38.84㎡,板塔结合,东北,钢混结构,毛坯,两梯八户,有,2021-12-06,商品房,2014-07-03,普通住宅,满五年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
56,['华侨凤凰国际城 2室2厅 南'],86,9859,华侨凤凰国际城,郫都,郫县城区,2室2厅1厨1卫,中楼层 (共25层),87.23㎡,平层,70.26㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-12-06,商品房,2013-02-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
57,['派克公馆 2室2厅 东南'],88,12789,派克公馆,郫都,成外,2室2厅1厨1卫,高楼层 (共18层),68.81㎡,平层,54.5㎡,塔楼,东南,框架结构,精装,两梯八户,有,2021-11-26,商品房,2012-01-17,普通住宅,满五年,非共有,"
                                有抵押 12万元
                              ",已上传房本照片,,,,
58,['怡景城市花苑 3室2厅 南'],96.5,10923,怡景城市花苑,郫都,犀浦,3室2厅1厨2卫,中楼层 (共26层),88.35㎡,跃层,暂无数据,塔楼,南,框架结构,毛坯,两梯九户,有,2021-12-08,商品房,2016-12-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
59,['绿地国际花都三期 2室2厅 南'],80,10919,绿地国际花都三期,郫都,郫县城区,2室2厅1厨1卫,高楼层 (共32层),73.27㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,2021-11-27,商品房,2018-01-27,普通住宅,满两年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
60,['绿地国际花都三期 1室1厅 东南'],60,11712,绿地国际花都三期,郫都,郫县城区,1室1厅1厨1卫,中楼层 (共32层),51.23㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯八户,有,2021-12-04,商品房,2015-10-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
61,['派克公馆 2室1厅 西'],109,11938,派克公馆,郫都,成外,2室1厅1厨1卫,低楼层 (共18层),91.31㎡,平层,74.2㎡,板塔结合,西,框架结构,简装,两梯四户,有,2021-12-11,商品房,2012-07-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
62,['598家属院二期 2室1厅 西南'],41.8,6352,598家属院二期,郫都,郫县城区,2室1厅1厨1卫,高楼层 (共6层),65.81㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯两户,无,2021-12-16,商品房,2012-12-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
63,['派克公馆 1室1厅 西北'],65.2,13130,派克公馆,郫都,成外,1室1厅1厨1卫,低楼层 (共18层),49.66㎡,平层,39.34㎡,塔楼,西北,框架结构,精装,两梯八户,有,2021-12-17,商品房,2016-01-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
64,['西区花园晨之曦 2室2厅 东北'],75,9487,西区花园晨之曦,郫都,犀浦,2室2厅1厨1卫,中楼层 (共6层),79.06㎡,平层,暂无数据,板楼,东北,砖混结构,精装,一梯四户,无,2021-12-12,商品房,2016-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
65,['交大卡布里城 2室1厅 东北'],103,11689,交大卡布里城,郫都,犀浦,2室1厅1厨1卫,中楼层 (共25层),88.12㎡,平层,70.26㎡,板塔结合,东北,钢混结构,精装,两梯五户,有,2021-12-13,商品房,2012-11-22,普通住宅,满五年,共有,"
                                有抵押 7万元
                              ",已上传房本照片,,,,
66,['铂金时代 2室2厅 东南'],73,8412,铂金时代,郫都,郫县城区,2室2厅1厨1卫,中楼层 (共12层),86.79㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,一梯四户,有,2021-12-14,商品房,2013-10-29,普通住宅,满五年,共有,"
                                无抵押
                              ",未上传房本照片,,,,
67,['绿地国际花都三期 3室1厅 东'],108,12997,绿地国际花都三期,郫都,郫县城区,3室1厅1厨1卫,高楼层 (共32层),83.1㎡,平层,67.19㎡,塔楼,东,钢混结构,精装,两梯四户,有,2021-12-01,商品房,2015-02-09,普通住宅,满五年,共有,"
                                有抵押 20万元 中国银行 业主自还
                              ",已上传房本照片,,,,
68,['348厂家属院 3室2厅 东南 西南'],62,6641,348厂家属院,郫都,郫县万达,3室2厅1厨1卫,中楼层 (共7层),93.36㎡,平层,暂无数据,板塔结合,东南 西南,砖混结构,简装,一梯四户,无,2021-12-09,商品房,2015-12-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
69,['傲城 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,傲城,郫都,犀浦,3室1厅1厨1卫,中楼层 (共31层),89.08㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有,2021-12-13,商品房,2016-07-28,普通住宅,满五年,共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
70,['晨苑小区 2室2厅 南'],53,6850,晨苑小区,郫都,郫县城区,2室2厅1厨1卫,中楼层 (共6层),77.38㎡,平层,77.38㎡,暂无数据,南,混合结构,精装,一梯三户,有,2021-12-22,商品房,2016-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
71,['派克公馆 1室1厅 西南'],69,13667,派克公馆,郫都,成外,1室1厅1厨1卫,中楼层 (共18层),50.49㎡,平层,暂无数据,塔楼,西南,框架结构,精装,三梯十二户,有,2021-12-22,商品房,2013-07-01,普通住宅,满五年,非共有,"
                                有抵押 17万元 成都银行 业主自还
                              ",已上传房本照片,,,,
72,['中铁瑞景茗城二期 3室2厅 西南'],126,11054,中铁瑞景茗城二期,郫都,郫县城区,3室2厅1厨2卫,低楼层 (共32层),113.99㎡,平层,暂无数据,塔楼,西南,框架结构,精装,两梯六户,有,2021-12-14,商品房,2015-03-05,普通住宅,满五年,非共有,"
                                有抵押 78万元 客户偿还
                              ",已上传房本照片,,,,
73,['龙城国际 3室2厅 西南'],152,15459,龙城国际,郫都,橡树湾,3室2厅1厨2卫,高楼层 (共33层),98.33㎡,平层,暂无数据,板塔结合,西南,钢混结构,毛坯,三梯五户,有,2021-01-29,商品房,2017-09-05,普通住宅,满两年,非共有,"
                                有抵押 35万元 建设银行 金融公司垫资
                              ",已上传房本照片,,,,
74,['华润橡树湾B区 3室2厅 东南'],126,11704,华润橡树湾B区,郫都,橡树湾,3室2厅1厨1卫,高楼层 (共34层),107.66㎡,跃层,89.02㎡,塔楼,东南,钢混结构,简装,两梯四户,有,2020-10-06,商品房,2016-01-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
75,['福兴花园 3室2厅 东南'],98,7021,福兴花园,郫都,郫县万达,3室2厅1厨2卫,低楼层 (共6层),139.59㎡,平层,132.16㎡,板楼,东南,钢混结构,精装,一梯两户,无,2021-08-18,商品房,2005-08-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
76,['蜀都万达广场 3室1厅 南'],109.8,12506,蜀都万达广场,郫都,郫县万达,3室1厅1厨1卫,中楼层 (共30层),87.8㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯六户,有,2021-12-18,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 22万元
                              ",未上传房本照片,,,,
77,['一里阳光 4室2厅 东北'],108,7220,一里阳光,郫都,郫县万达,4室2厅1厨2卫,高楼层 (共6层),149.6㎡,错层,135.68㎡,板塔结合,东北,钢混结构,精装,一梯两户,无,2021-09-02,商品房,2016-05-25,普通住宅,满五年,非共有,"
                                有抵押 50万元 中国银行股份有限公司 客户偿还
                              ",已上传房本照片,,,,
78,['望丛中路121号 4室2厅 东南'],96,6076,望丛中路121号,郫都,郫县城区,4室2厅1厨2卫,低楼层 (共6层),158㎡,错层,暂无数据,塔楼,东南,砖混结构,简装,一梯两户,无,2021-09-23,商品房,2012-10-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
79,['兰枫园 3室2厅 东南'],217,13222,兰枫园,郫都,犀浦,3室2厅1厨2卫,中楼层 (共10层),164.13㎡,平层,143㎡,板塔结合,东南,钢混结构,精装,一梯两户,有,2021-10-02,商品房,2016-12-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
80,['派克公馆 5室2厅 东 东南'],294,15801,派克公馆,郫都,成外,5室2厅1厨3卫,高楼层 (共18层),186.07㎡,跃层,154.13㎡,板塔结合,东 东南,框架结构,精装,两梯两户,有,2021-09-05,商品房,2013-03-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
