,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
2524,['维港 3室2厅 东北'],200,22282,维港,武侯,丽都,3室2厅1厨1卫,低楼层 (共18层),89.76㎡,平层,74.06㎡,板楼,东北,钢混结构,精装,两梯七户,有,2021-09-16,商品房,2013-03-09,普通住宅,满五年,非共有,"
                                有抵押 58万元 工商银行 业主自还
                              ",已上传房本照片,
2525,['保利中心 3室1厅 南'],340,37532,保利中心,武侯,棕北,3室1厅1厨2卫,低楼层 (共38层),90.59㎡,平层,70.42㎡,板楼,南,钢混结构,精装,三梯四户,有,2021-10-06,商品房,2015-10-01,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,
2526,['中粮香颂丽都 3室1厅 东南'],218,27432,中粮香颂丽都,武侯,丽都,3室1厅1厨1卫,高楼层 (共19层),79.47㎡,平层,暂无数据,板楼,东南,框架结构,精装,两梯六户,有,2021-11-04,商品房,2017-03-09,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,
2527,['郭家桥正街2号 3室1厅 南'],158,19870,郭家桥正街2号,武侯,川大,3室1厅1厨1卫,中楼层 (共7层),79.52㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-06-23,商品房,2013-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2528,['曼哈顿自然派 3室2厅 南'],190,13844,曼哈顿自然派,武侯,航空路,3室2厅1厨2卫,低楼层 (共19层),137.25㎡,跃层,107.73㎡,板楼,南,框架结构,精装,两梯十五户,有,2020-06-14,商品房,2016-10-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2529,['丽都世家B区 3室1厅 东南'],288,24813,丽都世家B区,武侯,丽都,3室1厅1厨2卫,高楼层 (共17层),116.07㎡,平层,97.26㎡,塔楼,东南,框架结构,精装,两梯五户,有,2021-10-14,商品房,2016-01-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2530,['园中园西苑 3室2厅 南'],142,10712,园中园西苑,武侯,五大花园,3室2厅1厨2卫,高楼层 (共7层),132.57㎡,平层,暂无数据,板塔结合,南,混合结构,简装,一梯三户,无,2021-10-04,商品房,2013-01-28,普通住宅,满五年,共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,
2531,['华宇楠苑 3室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,华宇楠苑,武侯,新双楠,3室1厅1厨2卫,高楼层 (共11层),109.29㎡,跃层,90.35㎡,板塔结合,东北,钢混结构,其他,一梯三户,有,2021-10-12,商品房,2014-11-03,普通住宅,满五年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,
2532,['蓝光雍锦世家 4室2厅 东南 西北'],505,34987,蓝光雍锦世家,武侯,红牌楼,4室2厅1厨3卫,中楼层 (共17层),144.34㎡,平层,暂无数据,板楼,东南 西北,钢混结构,精装,两梯两户,有,2021-02-01,商品房,2017-06-22,普通住宅,满两年,非共有,"
                                有抵押 金融公司垫资
                              ",已上传房本照片,
2533,['南棠蜜邸 3室1厅 西南'],210,22506,南棠蜜邸,武侯,红牌楼,3室1厅1厨1卫,高楼层 (共15层),93.31㎡,平层,73.64㎡,塔楼,西南,钢混结构,其他,四梯二十户,有,2021-12-18,商品房,2020-12-11,普通住宅,未满两年,共有,"
                                暂无数据
                              ",已上传房本照片,
2534,['中海锦城一期 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,中海锦城一期,武侯,簇桥,3室1厅1厨2卫,高楼层 (共14层),114.4㎡,平层,99.82㎡,板楼,南,钢混结构,简装,两梯六户,有,2021-09-22,商品房,2013-08-28,普通住宅,满五年,共有,"
                                有抵押 25万元 建设银行 客户偿还
                              ",已上传房本照片,
2535,['棕南西街1号 3室1厅 南'],119,13057,棕南西街1号,武侯,棕北,3室1厅1厨1卫,高楼层 (共7层),91.14㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-11-11,商品房,2019-04-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
2536,['园中园东苑 4室2厅 东'],140,8379,园中园东苑,武侯,五大花园,4室2厅1厨2卫,高楼层 (共7层),167.1㎡,错层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2020-08-25,商品房,2017-07-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
2537,['棕港公寓 4室2厅 南 北'],255,10992,棕港公寓,武侯,棕北,4室2厅1厨2卫,高楼层 (共7层),232㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,2021-09-23,商品房,2015-05-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2538,['棕南西街7号 2室1厅 西北'],91.8,12930,棕南西街7号,武侯,棕北,2室1厅1厨1卫,中楼层 (共7层),71㎡,平层,暂无数据,板楼,西北,钢混结构,简装,一梯六户,无,2019-09-20,商品房,2019-10-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
2539,['罗浮世家二期 4室2厅 东'],329,20086,罗浮世家二期,武侯,高升桥,4室2厅1厨2卫,中楼层 (共17层),163.8㎡,错层,138.16㎡,板塔结合,东,框架结构,精装,两梯五户,有,2021-06-10,商品房,2012-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2540,['锦华雅居 4室2厅 东'],260,15624,锦华雅居,武侯,高升桥,4室2厅1厨2卫,中楼层 (共13层),166.42㎡,平层,130.81㎡,板楼,东,框架结构,精装,两梯八户,有,2021-03-17,商品房,2012-02-24,普通住宅,满五年,共有,"
                                有抵押 20万元 成都银行 业主自还
                              ",已上传房本照片,
2541,['伊甸阳光 3室2厅 东 西'],232,19297,伊甸阳光,武侯,航空路,3室2厅1厨2卫,高楼层 (共18层),120.23㎡,平层,102.19㎡,塔楼,东 西,框架结构,精装,两梯四户,有,2021-09-14,商品房,2008-10-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2542,['华都星公馆一期 5室2厅 南'],230,12332,华都星公馆一期,武侯,草金立交,5室2厅2厨2卫,高楼层 (共6层),186.51㎡,跃层,169.95㎡,板楼,南,框架结构,精装,一梯三户,无,2021-07-29,商品房,2008-11-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2543,['罗浮世家二期 4室2厅 东南'],290,18059,罗浮世家二期,武侯,高升桥,4室2厅1厨2卫,低楼层 (共17层),160.59㎡,错层,暂无数据,板塔结合,东南,框架结构,其他,两梯六户,有,2021-09-02,商品房,2006-03-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2544,['锦官秀城南区 3室2厅 北'],267,20292,锦官秀城南区,武侯,航空路,3室2厅1厨2卫,中楼层 (共18层),131.58㎡,平层,暂无数据,板楼,北,框架结构,精装,两梯四户,有,2021-09-06,商品房,2008-07-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2545,['园丁园 4室2厅 东北'],222,15887,园丁园,武侯,双楠,4室2厅1厨2卫,中楼层 (共7层),139.74㎡,平层,暂无数据,板楼,东北,砖混结构,精装,一梯两户,无,2021-05-11,商品房,2013-12-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2546,['鹭岛国际三期 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,鹭岛国际三期,武侯,外双楠,4室2厅1厨2卫,中楼层 (共17层),167.72㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯四户,有,2021-05-19,商品房,2011-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2547,['优客联邦一期 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,优客联邦一期,武侯,丽都,3室1厅1厨1卫,高楼层 (共16层),113.22㎡,平层,89.79㎡,板楼,西南,钢混结构,简装,两梯八户,有,2021-05-10,商品房,2012-11-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2548,['中华园华苑 5室2厅 南 北'],880,28049,中华园华苑,武侯,桐梓林,5室2厅1厨3卫,低楼层 (共3层),313.74㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯一户,无,2020-12-06,商品房,2004-02-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2549,['郭家桥北街13号 2室1厅 南'],92,15843,郭家桥北街13号,武侯,川大,2室1厅1厨1卫,中楼层 (共5层),58.07㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯三户,无,2021-09-29,商品房,2003-09-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2550,['首座 3室1厅 南'],410,22900,首座,武侯,桐梓林,3室1厅1厨2卫,中楼层 (共29层),179.04㎡,平层,暂无数据,板楼,南,框架结构,其他,两梯三户,有,2021-12-07,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
2551,['华都星公馆一期 5室2厅 南'],210,11726,华都星公馆一期,武侯,草金立交,5室2厅1厨3卫,高楼层 (共6层),179.1㎡,跃层,160.82㎡,板楼,南,混合结构,精装,一梯两户,无,2021-04-09,商品房,2009-05-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2552,['上锦雅筑 2室2厅 西'],145,17011,上锦雅筑,武侯,桐梓林,2室2厅1厨1卫,高楼层 (共17层),85.24㎡,平层,暂无数据,板塔结合,西,框架结构,简装,两梯六户,有,2021-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 5万元
                              ",未上传房本照片,
2553,['优客联邦二期 2室1厅 东 东南'],暂无数据,首付及贷款情况请咨询经纪人,优客联邦二期,武侯,丽都,2室1厅1厨1卫,高楼层 (共17层),78.16㎡,平层,暂无数据,板楼,东 东南,框架结构,其他,三梯十五户,有,2021-12-17,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                暂无数据
                              ",未上传房本照片,
2554,['SOHO沸城 1室1厅 南'],80,14934,SOHO沸城,武侯,棕北,1室1厅1厨1卫,低楼层 (共12层),53.57㎡,平层,38.37㎡,板塔结合,南,框架结构,简装,三梯三十三户,有,2020-11-19,商品房,2010-12-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2555,['新界二期 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,新界二期,武侯,红牌楼,3室1厅1厨2卫,高楼层 (共8层),142.6㎡,平层,128.35㎡,板楼,东南,钢混结构,简装,一梯两户,有,2021-09-16,商品房,2010-07-23,普通住宅,满五年,共有,"
                                有抵押 36万元 业主自还
                              ",已上传房本照片,
2556,['中央花园精一区 4室2厅 东南'],184,11166,中央花园精一区,武侯,五大花园,4室2厅1厨2卫,中楼层 (共6层),164.8㎡,错层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021-10-21,商品房,2010-01-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2557,['罗浮世家二期 3室1厅 东'],256,19249,罗浮世家二期,武侯,高升桥,3室1厅1厨2卫,低楼层 (共18层),133㎡,平层,97.2㎡,板塔结合,东,框架结构,简装,两梯六户,有,2021-03-29,商品房,2006-11-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
2558,['风尚国际 3室2厅 南'],302,21099,风尚国际,武侯,高升桥,3室2厅1厨2卫,低楼层 (共15层),143.14㎡,错层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-04-05,商品房,2009-08-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
2559,['和信派都 1室1厅 南'],120,19789,和信派都,武侯,川大,1室1厅1厨1卫,中楼层 (共32层),60.64㎡,平层,45.22㎡,塔楼,南,框架结构,精装,三梯七户,有,2021-07-22,拆迁安置房,2011-11-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
