,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
2795,['海棠佳苑 2室1厅 西'],120,20165,海棠佳苑,锦江,卓锦城,2室1厅1厨1卫,低楼层 (共34层),59.51㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,两梯八户,有,2021-09-24,经济适用房,2019-10-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2796,['经天路3号 2室1厅 东南'],79.3,11378,经天路3号,锦江,琉璃场,2室1厅1厨1卫,高楼层 (共6层),69.7㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯四户,无,2021-01-14,商品房,2012-06-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2797,['皇经花园A区 2室1厅 东南'],78,11422,皇经花园A区,锦江,琉璃场,2室1厅1厨1卫,高楼层 (共6层),68.29㎡,平层,60.42㎡,板塔结合,东南,钢混结构,简装,一梯三户,无,2021-06-02,拆迁安置房,2009-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2798,['东御佲家 1室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,东御佲家,锦江,三圣乡,1室1厅1厨1卫,高楼层 (共27层),46.53㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,三梯十二户,有,2021-03-19,商品房,2019-07-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2799,['SOHO我的寓所 1室1厅 南'],74,20104,SOHO我的寓所,锦江,合江亭,1室1厅1厨1卫,中楼层 (共16层),36.81㎡,平层,27.23㎡,塔楼,南,框架结构,简装,三梯二十四户,有,2021-11-06,商品房,2009-06-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2800,['卓锦城一期 2室2厅 南 北'],暂无数据,首付及贷款情况请咨询经纪人,卓锦城一期,锦江,卓锦城,2室2厅1厨2卫,高楼层 (共6层),96㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,2021-05-08,商品房,2014-04-19,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,,,,
2801,['蜀都花园 1室0厅 东南'],58,19437,蜀都花园,锦江,水碾河,1室0厅1厨1卫,高楼层 (共18层),29.84㎡,平层,暂无数据,塔楼,东南,框架结构,简装,两梯十户,有,2021-07-02,商品房,2017-05-11,普通住宅,满两年,共有,"
                                有抵押 3万元 贷款银行 业主自还
                              ",已上传房本照片,,,,
2802,['秀城 1室0厅 西北'],52,11623,秀城,锦江,三官堂,1室0厅1厨1卫,高楼层 (共22层),44.74㎡,平层,暂无数据,塔楼,西北,框架结构,简装,三梯十四户,有,2020-07-11,商品房,2007-03-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2803,['城市理想 2室1厅 东南'],198,32787,城市理想,锦江,盐市口,2室1厅1厨1卫,中楼层 (共37层),60.39㎡,平层,45.62㎡,板塔结合,东南,框架结构,其他,四梯二十七户,有,2021-10-24,商品房,2011-11-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2804,['桂王桥西街54号 2室1厅 南 北'],80,12284,桂王桥西街54号,锦江,盐市口,2室1厅1厨1卫,低楼层 (共6层),65.13㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,2021-04-17,商品房,1999-03-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2805,['雕墅 2室1厅 东南'],290,39216,雕墅,锦江,盐市口,2室1厅1厨1卫,中楼层 (共33层),73.95㎡,平层,58.18㎡,板塔结合,东南,框架结构,简装,四梯十七户,有,2021-06-13,商品房,2009-07-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2806,['雕墅 1室1厅 西北'],210,38378,雕墅,锦江,盐市口,1室1厅1厨1卫,中楼层 (共33层),54.72㎡,平层,43.05㎡,板塔结合,西北,框架结构,简装,四梯十七户,有,2021-05-11,商品房,2017-03-15,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
2807,['天地自由星城 1室1厅 东北'],128,22552,天地自由星城,锦江,莲花,1室1厅1厨1卫,低楼层 (共24层),56.76㎡,平层,44.36㎡,塔楼,东北,框架结构,精装,两梯七户,有,2021-10-31,商品房,2016-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2808,['学府芳邻社区 2室1厅 东南'],105,14618,学府芳邻社区,锦江,东光小区,2室1厅1厨1卫,低楼层 (共6层),71.83㎡,平层,65.21㎡,板楼,东南,混合结构,其他,一梯四户,无,2021-10-22,商品房,2011-01-13,普通住宅,满五年,共有,"
                                有抵押 邮政
                              ",已上传房本照片,,,,
2809,['秀水园 1室1厅 东'],72,14578,秀水园,锦江,沙河堡,1室1厅1厨1卫,中楼层 (共7层),49.39㎡,平层,暂无数据,板塔结合,东,混合结构,简装,一梯四户,无,2021-04-07,商品房,2006-10-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2810,['科甲大厦 1室0厅 南'],70,17431,科甲大厦,锦江,盐市口,1室0厅1厨1卫,高楼层 (共19层),40.16㎡,平层,30.12㎡,板塔结合,南,框架结构,简装,四梯二十四户,有,2020-10-20,商品房,2005-09-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2811,['京都大厦 2室2厅 西'],125,15789,京都大厦,锦江,盐市口,2室2厅1厨1卫,高楼层 (共20层),79.17㎡,平层,暂无数据,板塔结合,西,框架结构,简装,两梯十三户,有,2020-03-02,商品房,2003-11-05,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
2812,['盛华苑 1室1厅 东南'],62,12700,盛华苑,锦江,九眼桥,1室1厅1厨1卫,高楼层 (共7层),48.82㎡,平层,43.75㎡,板楼,东南,钢混结构,简装,一梯三户,暂无数据,2020-12-14,商品房,2010-04-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2813,['京都大厦 2室1厅 东'],120,15158,京都大厦,锦江,盐市口,2室1厅1厨1卫,中楼层 (共20层),79.17㎡,平层,暂无数据,板塔结合,东,框架结构,简装,两梯十三户,有,2019-09-06,商品房,2012-09-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2814,['秀水园 2室1厅 南 北'],100,16130,秀水园,锦江,沙河堡,2室1厅1厨1卫,中楼层 (共6层),62㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,2020-10-09,商品房,2004-04-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2815,['上东家园 2室1厅 南 北'],95,12353,上东家园,锦江,琉璃场,2室1厅1厨1卫,中楼层 (共6层),76.91㎡,平层,65.91㎡,板楼,南 北,混合结构,简装,一梯两户,无,2021-09-01,商品房,2010-02-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2816,['银木佳苑 3室2厅 南 西南'],172,19613,银木佳苑,锦江,三圣乡,3室2厅1厨1卫,低楼层 (共31层),87.7㎡,平层,暂无数据,塔楼,南 西南,钢混结构,简装,两梯六户,有,2021-05-10,商品房,2019-06-13,普通住宅,满两年,非共有,"
                                有抵押 32.7万元 客户偿还
                              ",已上传房本照片,,,,
2817,['东洪广厦 2室2厅 东'],125,17668,东洪广厦,锦江,三圣乡,2室2厅1厨1卫,低楼层 (共33层),70.75㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,2021-10-29,经济适用房,2012-02-27,普通住宅,满五年,共有,"
                                有抵押 20万元 平安银行 金融公司垫资
                              ",已上传房本照片,,,,
2818,['红星国际 1室0厅 东'],148,36436,红星国际,锦江,红星路,1室0厅1厨1卫,中楼层 (共31层),40.62㎡,平层,31.92㎡,塔楼,东,钢混结构,精装,三梯十三户,有,2021-07-25,商品房,2016-09-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2819,['锦江城市花园二期 2室1厅 东南'],95,19392,锦江城市花园二期,锦江,三圣乡,2室1厅1厨1卫,低楼层 (共34层),48.99㎡,平层,40.32㎡,板塔结合,东南,钢混结构,简装,两梯九户,有,2021-11-05,商品房,2011-04-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2820,['东方新城一期 1室0厅 东南'],36.9,10463,东方新城一期,锦江,九眼桥,1室0厅0厨1卫,中楼层 (共12层),35.27㎡,平层,27.28㎡,板塔结合,东南,框架结构,简装,四梯四十九户,有,2020-04-30,商品房,2009-02-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2821,['王家坝街20号 3室1厅 东南'],135,19506,王家坝街20号,锦江,合江亭,3室1厅1厨1卫,高楼层 (共6层),69.21㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021-06-03,商品房,2015-12-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2822,['中粮鸿云 2室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,中粮鸿云,锦江,东大路,2室2厅1厨1卫,中楼层 (共40层),64.64㎡,平层,52.66㎡,塔楼,东南,钢混结构,简装,三梯六户,有,2021-07-14,商品房,2019-04-22,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2823,['江临阳光公寓 1室1厅 北'],58,10472,江临阳光公寓,锦江,三官堂,1室1厅0厨1卫,中楼层 (共7层),55.39㎡,平层,暂无数据,板楼,北,混合结构,简装,一梯十一户,有,2020-12-09,商品房,2017-12-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2824,['绿地468云玺五期 2室2厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,绿地468云玺五期,锦江,三圣乡,2室2厅1厨1卫,中楼层 (共39层),77.23㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯五户,有,2021-07-27,商品房,2019-10-25,普通住宅,满两年,非共有,"
                                有抵押 总抵押120万左右
                              ",已上传房本照片,,,,
2825,['滨江公寓(锦江) 2室2厅 南'],260,24803,滨江公寓(锦江),锦江,盐市口,2室2厅1厨2卫,中楼层 (共7层),104.83㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-04-18,商品房,1998-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2826,['科甲大厦 1室1厅 东 东南'],86.8,14655,科甲大厦,锦江,盐市口,1室1厅1厨1卫,中楼层 (共19层),59.23㎡,平层,暂无数据,板塔结合,东 东南,框架结构,简装,四梯二十四户,有,2021-11-02,商品房,2010-10-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2827,['中道街52号院 2室1厅 南'],128.5,31062,中道街52号院,锦江,红星路,2室1厅1厨1卫,低楼层 (共1层),41.37㎡,平层,暂无数据,塔楼,南,混合结构,简装,一梯四户,无,2021-07-21,商品房,2006-03-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2828,['致瑞雅苑B区 2室2厅 西北'],180,20846,致瑞雅苑B区,锦江,东光小区,2室2厅1厨1卫,低楼层 (共39层),86.35㎡,平层,10㎡,板塔结合,西北,钢混结构,精装,三梯六户,有,2021-10-13,已购公房,2018-03-06,普通住宅,满两年,非共有,"
                                有抵押 70万元 哈尔滨银行 客户偿还
                              ",已上传房本照片,,,,
2829,['澳龙名城 1室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,澳龙名城,锦江,攀成钢,1室1厅1厨1卫,高楼层 (共19层),46.86㎡,平层,35.51㎡,塔楼,东北,框架结构,简装,两梯十六户,有,2021-05-28,商品房,2010-10-01,普通住宅,满五年,非共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
2830,['卓锦城六期 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,卓锦城六期,锦江,卓锦城,2室1厅1厨1卫,高楼层 (共31层),79.94㎡,平层,64.81㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-05-20,商品房,2013-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2831,['合能锦城 3室2厅 东北'],162,19687,合能锦城,锦江,三圣乡,3室2厅1厨1卫,低楼层 (共32层),82.29㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,三梯八户,有,2021-07-03,商品房,2018-01-31,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2832,['华宇广场 3室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,华宇广场,锦江,沙河堡,3室2厅1厨1卫,高楼层 (共32层),87.03㎡,平层,暂无数据,塔楼,东,钢混结构,简装,两梯六户,有,2021-07-09,商品房,2018-12-12,普通住宅,满两年,共有,"
                                有抵押 60万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
2833,['较场坝西街11号 3室1厅 南 北'],135,14517,较场坝西街11号,锦江,合江亭,3室1厅1厨1卫,中楼层 (共7层),93㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,2019-09-26,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,,
2834,['尖东旺座二期 1室1厅 南'],65,14410,尖东旺座二期,锦江,水碾河,1室1厅1厨1卫,高楼层 (共15层),45.11㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯三十三户,有,2020-08-20,商品房,2017-04-06,普通住宅,满两年,非共有,"
                                有抵押 15万元  邮政银行 业主自还
                              ",已上传房本照片,,,,
2835,['万达锦华城 2室1厅 南'],168,19903,万达锦华城,锦江,东湖,2室1厅1厨1卫,中楼层 (共30层),84.41㎡,平层,暂无数据,板塔结合,南,框架结构,精装,三梯六户,有,2021-06-23,商品房,2017-05-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2836,['鑫苑名家一期 2室1厅 西北'],118,21185,鑫苑名家一期,锦江,卓锦城,2室1厅1厨1卫,高楼层 (共34层),55.7㎡,平层,42.77㎡,板塔结合,西北,钢混结构,精装,两梯六户,有,2021-10-10,商品房,2013-06-19,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
2837,['国嘉新视界 2室1厅 南'],136,20789,国嘉新视界,锦江,九眼桥,2室1厅1厨1卫,低楼层 (共32层),65.42㎡,平层,49.78㎡,塔楼,南,框架结构,简装,两梯七户,有,2021-08-17,商品房,2010-12-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2838,['翡翠城五期 2室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,翡翠城五期,锦江,东湖,2室1厅1厨1卫,中楼层 (共32层),77.51㎡,平层,63.46㎡,塔楼,东,钢混结构,简装,三梯六户,有,2021-05-19,商品房,2012-09-13,普通住宅,满五年,非共有,"
                                有抵押 招商银行 业主自还
                              ",已上传房本照片,,,,
2839,['天悦龙庭 5室2厅 南'],440,22387,天悦龙庭,锦江,琉璃场,5室2厅1厨2卫,高楼层 (共37层),196.55㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,2021-05-08,商品房,2018-05-09,普通住宅,满两年,共有,"
                                有抵押 180万元 中信
                              ",已上传房本照片,,,,
2840,['锦江城市花园三期 2室1厅 西南'],160,21734,锦江城市花园三期,锦江,三圣乡,2室1厅1厨1卫,中楼层 (共34层),73.62㎡,平层,59.53㎡,板塔结合,西南,钢混结构,精装,两梯九户,有,2021-08-13,商品房,2016-08-23,普通住宅,满五年,非共有,"
                                有抵押 28万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
2841,['锦东庭园 4室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,锦东庭园,锦江,沙河堡,4室1厅1厨2卫,低楼层 (共34层),149.78㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-09-06,商品房,2018-12-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2842,['星城银座 1室1厅 东'],105,23231,星城银座,锦江,合江亭,1室1厅1厨1卫,中楼层 (共11层),45.2㎡,平层,暂无数据,板塔结合,东,框架结构,精装,四梯四十五户,有,2021-11-14,商品房,2018-03-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2843,['摩根中心 2室1厅 西南'],175,21082,摩根中心,锦江,九眼桥,2室1厅1厨2卫,高楼层 (共40层),83.01㎡,平层,64.91㎡,塔楼,西南,钢混结构,精装,三梯七户,有,2020-01-08,商品房,2013-07-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2844,['财富中心 1室0厅 东南'],140,25108,财富中心,锦江,盐市口,1室0厅1厨1卫,高楼层 (共30层),55.76㎡,平层,36.12㎡,板塔结合,东南,框架结构,简装,四梯十六户,有,2020-09-18,商品房,2008-09-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2845,['锦江城市花园二期 2室1厅 东北'],101,19750,锦江城市花园二期,锦江,三圣乡,2室1厅1厨1卫,高楼层 (共34层),51.14㎡,平层,41.25㎡,板塔结合,东北,钢混结构,简装,两梯九户,有,2021-06-04,商品房,2011-05-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2846,['金象嘉园 2室2厅 东南'],95,13757,金象嘉园,锦江,东光小区,2室2厅1厨1卫,中楼层 (共6层),69.06㎡,平层,62.82㎡,板楼,东南,钢混结构,简装,一梯四户,无,2021-08-16,已购公房,2010-05-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2847,['皇经嘉苑 1室1厅 南'],74.2,13339,皇经嘉苑,锦江,琉璃场,1室1厅1厨1卫,低楼层 (共12层),55.63㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-03-18,商品房,2013-04-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2848,['镏金岁月 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,镏金岁月,锦江,攀成钢,3室1厅1厨2卫,中楼层 (共33层),110.74㎡,平层,89.24㎡,塔楼,西,钢混结构,精装,三梯七户,有,2020-06-03,商品房,2012-06-03,普通住宅,满五年,共有,"
                                有抵押 10万元 工行 业主自还
                              ",已上传房本照片,,,,
2849,['皇城公寓 2室1厅 东南'],180,17558,皇城公寓,锦江,盐市口,2室1厅1厨1卫,高楼层 (共24层),102.52㎡,平层,暂无数据,板楼,东南,混合结构,简装,两梯八户,有,2021-02-21,商品房,2012-01-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2850,['合能锦城 3室2厅 东北'],162,19687,合能锦城,锦江,三圣乡,3室2厅1厨1卫,低楼层 (共32层),82.29㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,三梯八户,有,2021-07-03,商品房,2018-01-31,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2851,['尖东旺座一期 1室1厅 东'],80,12800,尖东旺座一期,锦江,水碾河,1室1厅1厨1卫,高楼层 (共17层),62.5㎡,平层,50.55㎡,板楼,东,钢混结构,其他,两梯八户,有,2021-08-22,商品房,2013-01-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2852,['锦江城市花园二期 2室1厅 东南'],95,19392,锦江城市花园二期,锦江,三圣乡,2室1厅1厨1卫,低楼层 (共34层),48.99㎡,平层,40.32㎡,板塔结合,东南,钢混结构,简装,两梯九户,有,2021-11-05,商品房,2011-04-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2853,['星城银座 1室1厅 东'],105,23231,星城银座,锦江,合江亭,1室1厅1厨1卫,中楼层 (共11层),45.2㎡,平层,暂无数据,板塔结合,东,框架结构,精装,四梯四十五户,有,2021-11-14,商品房,2018-03-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2854,['锦东庭园 4室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,锦东庭园,锦江,沙河堡,4室1厅1厨2卫,低楼层 (共34层),149.78㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-09-06,商品房,2018-12-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2855,['锦江城市花园三期 2室1厅 西南'],160,21734,锦江城市花园三期,锦江,三圣乡,2室1厅1厨1卫,中楼层 (共34层),73.62㎡,平层,59.53㎡,板塔结合,西南,钢混结构,精装,两梯九户,有,2021-08-13,商品房,2016-08-23,普通住宅,满五年,非共有,"
                                有抵押 28万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
2856,['卓锦城六期 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,卓锦城六期,锦江,卓锦城,2室1厅1厨1卫,高楼层 (共31层),79.94㎡,平层,64.81㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-05-20,商品房,2013-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2857,['澳龙名城 1室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,澳龙名城,锦江,攀成钢,1室1厅1厨1卫,高楼层 (共19层),46.86㎡,平层,35.51㎡,塔楼,东北,框架结构,简装,两梯十六户,有,2021-05-28,商品房,2010-10-01,普通住宅,满五年,非共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
2858,['学府芳邻社区 2室1厅 东南'],105,14618,学府芳邻社区,锦江,东光小区,2室1厅1厨1卫,低楼层 (共6层),71.83㎡,平层,65.21㎡,板楼,东南,混合结构,其他,一梯四户,无,2021-10-22,商品房,2011-01-13,普通住宅,满五年,共有,"
                                有抵押 邮政
                              ",已上传房本照片,,,,
2859,['东洪广厦 2室2厅 东'],125,17668,东洪广厦,锦江,三圣乡,2室2厅1厨1卫,低楼层 (共33层),70.75㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,2021-10-29,经济适用房,2012-02-27,普通住宅,满五年,共有,"
                                有抵押 20万元 平安银行 金融公司垫资
                              ",已上传房本照片,,,,
2860,['红星国际 1室0厅 东'],148,36436,红星国际,锦江,红星路,1室0厅1厨1卫,中楼层 (共31层),40.62㎡,平层,31.92㎡,塔楼,东,钢混结构,精装,三梯十三户,有,2021-07-25,商品房,2016-09-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2861,['鑫苑名家一期 2室1厅 西北'],118,21185,鑫苑名家一期,锦江,卓锦城,2室1厅1厨1卫,高楼层 (共34层),55.7㎡,平层,42.77㎡,板塔结合,西北,钢混结构,精装,两梯六户,有,2021-10-10,商品房,2013-06-19,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
2862,['五昭路1号 1室1厅 南'],60,15038,五昭路1号,锦江,红星路,1室1厅1厨1卫,中楼层 (共7层),39.9㎡,平层,39.9㎡,板楼,南,砖混结构,其他,一梯两户,无,2021-07-14,商品房,2013-10-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2863,['海椒市街13号 2室1厅 东南'],85,11280,海椒市街13号,锦江,九眼桥,2室1厅1厨1卫,中楼层 (共8层),75.36㎡,平层,暂无数据,板楼,东南,混合结构,精装,一梯两户,无,2021-05-09,商品房,2002-11-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2864,['财富中心 1室1厅 西'],186,39134,财富中心,锦江,盐市口,1室1厅1厨1卫,高楼层 (共30层),47.53㎡,平层,35.54㎡,板塔结合,西,框架结构,简装,六梯六十九户,有,2021-05-22,商品房,2015-05-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2865,['成功红树林 2室1厅 东'],180,23750,成功红树林,锦江,东光小区,2室1厅1厨1卫,低楼层 (共30层),75.79㎡,平层,暂无数据,板楼,东,钢混结构,其他,三梯五户,有,2021-06-03,商品房,2018-10-22,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
2866,['怡心园 2室1厅 东南'],114,13337,怡心园,锦江,水碾河,2室1厅1厨1卫,低楼层 (共7层),85.48㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯三户,无,2021-04-06,商品房,2007-04-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2867,['锦江城市花园二期 2室1厅 西南'],95.6,18691,锦江城市花园二期,锦江,三圣乡,2室1厅1厨1卫,高楼层 (共34层),51.15㎡,平层,41.25㎡,板塔结合,西南,钢混结构,简装,两梯九户,有,2021-03-27,商品房,2017-07-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2868,['锦洲花园 1室1厅 东北'],92,16559,锦洲花园,锦江,三官堂,1室1厅1厨1卫,高楼层 (共11层),55.56㎡,平层,暂无数据,板楼,东北,框架结构,简装,一梯五户,有,2021-01-13,商品房,2005-02-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2869,['万达锦华城 2室1厅 西北'],166,19464,万达锦华城,锦江,东湖,2室1厅1厨1卫,低楼层 (共30层),85.29㎡,平层,暂无数据,板塔结合,西北,框架结构,简装,三梯六户,有,2021-09-18,商品房,2016-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2870,['财富中心 1室1厅 东南 南'],169,35268,财富中心,锦江,盐市口,1室1厅1厨1卫,中楼层 (共30层),47.92㎡,平层,暂无数据,板塔结合,东南 南,框架结构,简装,六梯六十九户,有,2021-10-10,商品房,2008-02-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2871,['都市驿站 1室1厅 东南'],160,33551,都市驿站,锦江,盐市口,1室1厅1厨1卫,中楼层 (共13层),47.69㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,五梯六十四户,有,2021-07-08,商品房,2015-12-24,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,,,,
2872,['天地云庭 2室1厅 东南'],165,20177,天地云庭,锦江,攀成钢,2室1厅1厨1卫,高楼层 (共24层),81.78㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2021-07-09,商品房,2017-12-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2873,['三槐树路91号 2室1厅 南'],80,11814,三槐树路91号,锦江,红星路,2室1厅1厨1卫,中楼层 (共5层),67.72㎡,平层,67.72㎡,板塔结合,南,砖混结构,简装,一梯四户,无,2019-12-26,经济适用房,1999-04-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2874,['观音桥街76号 1室1厅 西南'],73,14450,观音桥街76号,锦江,静居寺,1室1厅1厨1卫,高楼层 (共6层),50.52㎡,平层,暂无数据,板楼,西南,未知结构,简装,一梯两户,无,2019-04-24,商品房,2017-10-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
2875,['点将台街56号院 4室2厅 南'],210,12353,点将台街56号院,锦江,合江亭,4室2厅1厨2卫,中楼层 (共4层),170㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,暂无数据,2021-06-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,,
2876,['青青河畔 1室1厅 东南'],72,15585,青青河畔,锦江,莲花,1室1厅1厨1卫,低楼层 (共12层),46.2㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯八户,有,2021-05-10,商品房,2002-10-30,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
