,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
1783,['高地 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,高地,成华,建设路,3室1厅1厨2卫,高楼层 (共25层),123.19㎡,平层,100.37㎡,塔楼,西南,钢混结构,简装,两梯六户,有,2021/11/13,商品房,2011/11/1,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1784,['金科一城 3室1厅 北'],198,19535,金科一城,成华,动物园,3室1厅1厨2卫,中楼层 (共18层),101.36㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,2021/11/12,商品房,2016/12/12,普通住宅,满五年,共有,"
                                有抵押 50万元
                              ",已上传房本照片,,,,
1785,['富丽锦城 3室1厅 西南'],172.5,16777,富丽锦城,成华,驷马桥,3室1厅1厨1卫,高楼层 (共22层),102.82㎡,平层,81.66㎡,板塔结合,西南,混合结构,精装,一梯三户,有,2021/7/5,商品房,2009/5/27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1786,['东立国际广场 3室2厅 东 东南'],139,15554,东立国际广场,成华,驷马桥,3室2厅1厨1卫,高楼层 (共22层),89.37㎡,平层,76.28㎡,板塔结合,东 东南,钢混结构,简装,两梯八户,有,2021/9/9,商品房,2011/11/15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1787,['隆鑫九熙 2室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,隆鑫九熙,成华,万年场,2室1厅1厨1卫,高楼层 (共34层),79.09㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,2021/5/28,商品房,2018/6/27,普通住宅,满两年,非共有,"
                                有抵押 70万元 中国银行 客户偿还
                              ",已上传房本照片,,,,
1788,['首创光和城二期 3室1厅 东'],152.5,19637,首创光和城二期,成华,动物园,3室1厅1厨1卫,中楼层 (共27层),77.66㎡,平层,暂无数据,塔楼,东,钢混结构,简装,三梯八户,有,2021/8/6,商品房,2019/8/6,普通住宅,满两年,非共有,"
                                有抵押 15万元
                              ",已上传房本照片,,,,
1789,['金茂苑(成华) 3室2厅 南'],110,9955,金茂苑(成华),成华,驷马桥,3室2厅1厨1卫,高楼层 (共7层),110.5㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,暂无数据,2021/10/25,商品房,2010/8/3,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1790,['优品尚东三期 4室2厅 南 北'],暂无数据,首付及贷款情况请咨询经纪人,优品尚东三期,成华,万年场,4室2厅1厨2卫,中楼层 (共32层),127.16㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯六户,有,2021/2/18,商品房,2017/11/10,普通住宅,满两年,非共有,"
                                有抵押 70万元 工商银行 客户偿还
                              ",已上传房本照片,,,,
1791,['solo一期 1室1厅 东北'],69.6,13370,solo一期,成华,猛追湾,1室1厅1厨1卫,低楼层 (共12层),52.06㎡,平层,暂无数据,板楼,东北,框架结构,精装,四梯三十七户,有,2021/9/3,商品房,2007/4/2,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1792,['U+尚舍 3室1厅 东南'],162,18295,U+尚舍,成华,万年场,3室1厅1厨1卫,高楼层 (共18层),88.55㎡,平层,70.99㎡,板塔结合,东南,钢混结构,精装,两梯四户,有,2021/1/6,商品房,2012/8/27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1793,['上行锦绣 3室2厅 东'],228,18700,上行锦绣,成华,驷马桥,3室2厅1厨2卫,高楼层 (共18层),121.93㎡,跃层,104.22㎡,塔楼,东,钢混结构,精装,两梯七户,有,2021/1/19,商品房,2011/4/11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1794,['荣盛香榭兰庭二期 3室2厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,荣盛香榭兰庭二期,成华,东客站,3室2厅1厨1卫,中楼层 (共29层),72.9㎡,平层,55.32㎡,塔楼,西北,框架结构,精装,两梯二十九户,有,2021/4/25,商品房,2017/10/10,普通住宅,满两年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
1795,['沙河北岸 3室2厅 东南'],130,11222,沙河北岸,成华,驷马桥,3室2厅1厨2卫,高楼层 (共6层),115.85㎡,错层,暂无数据,板塔结合,东南,混合结构,其他,一梯两户,无,2021/11/14,商品房,2006/9/18,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
1796,['首创国际城二期 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,首创国际城二期,成华,成渝立交,3室2厅1厨1卫,高楼层 (共34层),87.92㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯五户,有,2021/10/16,商品房,2015/12/29,普通住宅,满五年,非共有,"
                                有抵押 15万元 业主自还
                              ",已上传房本照片,,,,
1797,['兴元华盛二期 3室1厅 东南'],159,15689,兴元华盛二期,成华,驷马桥,3室1厅1厨1卫,中楼层 (共18层),101.35㎡,平层,88.14㎡,板塔结合,东南,框架结构,简装,两梯四户,有,2021/3/24,商品房,2013/5/14,普通住宅,满五年,非共有,"
                                有抵押 18万元 兴业银行
                              ",已上传房本照片,,,,
1798,['东立国际广场 3室2厅 东'],169.8,15099,东立国际广场,成华,驷马桥,3室2厅1厨2卫,低楼层 (共22层),112.46㎡,平层,暂无数据,板塔结合,东,钢混结构,简装,两梯八户,有,2021/6/16,商品房,2012/10/24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1799,['蓝润蓝客城 3室1厅 西南'],149,18926,蓝润蓝客城,成华,动物园,3室1厅1厨1卫,高楼层 (共33层),78.73㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯六户,有,2021/6/23,商品房,2019/4/11,普通住宅,满两年,共有,"
                                有抵押 15万元 工商银行 业主自还
                              ",已上传房本照片,,,,
1800,['花样年花郡 3室2厅 南'],398,30763,花样年花郡,成华,万象城,3室2厅1厨2卫,低楼层 (共26层),129.38㎡,平层,111.16㎡,板塔结合,南,框架结构,简装,两梯四户,有,2021/5/22,商品房,2010/11/23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1801,['东虹路54号院 1室1厅 东'],47,9659,东虹路54号院,成华,万年场,1室1厅1厨1卫,高楼层 (共6层),48.66㎡,平层,暂无数据,板楼,东,混合结构,简装,一梯三户,无,2021/10/5,商品房,2016/7/21,普通住宅,满五年,非共有,"
                                有抵押 9万元 建行 业主自还
                              ",已上传房本照片,,,,
1802,['朗诗绿色街区 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,朗诗绿色街区,成华,万年场,3室2厅1厨1卫,高楼层 (共18层),76.88㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯五户,有,2020/5/24,商品房,2016/2/3,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
1803,['双林北支路30号60号院 3室2厅 南'],89,10378,双林北支路30号60号院,成华,新华公园,3室2厅1厨1卫,高楼层 (共7层),85.76㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021/5/2,商品房,2004/2/13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1804,['浅水半岛一期 2室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,浅水半岛一期,成华,八里小区,2室2厅1厨1卫,低楼层 (共27层),85.85㎡,平层,70.6㎡,塔楼,西南,框架结构,简装,两梯六户,有,2021/3/6,商品房,2009/7/27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1805,['中国铁建北湖国际城一期 3室1厅 西北'],152,18076,中国铁建北湖国际城一期,成华,龙潭寺,3室1厅1厨1卫,高楼层 (共30层),84.09㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,两梯六户,有,2021/3/2,商品房,2019/8/4,普通住宅,满两年,共有,"
                                有抵押 68万元 民生银行 业主自还
                              ",已上传房本照片,,,,
1806,['红枫岭二期 2室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,红枫岭二期,成华,东郊记忆,2室1厅1厨2卫,高楼层 (共33层),88㎡,平层,73.15㎡,板塔结合,东北,钢混结构,毛坯,三梯六户,有,2021/3/14,商品房,2011/12/2,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1807,['兴元华盛三期 3室2厅 东南'],163,13961,兴元华盛三期,成华,驷马桥,3室2厅1厨2卫,中楼层 (共18层),116.76㎡,平层,100.16㎡,板塔结合,东南,框架结构,简装,两梯六户,有,2021/3/21,商品房,2014/3/5,普通住宅,满五年,共有,"
                                有抵押 15万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
1808,['祥和里96号 2室1厅 南'],89,10393,祥和里96号,成华,猛追湾,2室1厅1厨1卫,中楼层 (共7层),85.64㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2020/10/3,已购公房,2013/11/12,普通住宅,满五年,共有,"
                                有抵押 42万元 光大银行 客户偿还
                              ",已上传房本照片,,,,
1809,['万科魅力之城四期 3室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,万科魅力之城四期,成华,成渝立交,3室2厅1厨2卫,中楼层 (共18层),76.22㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯四户,有,2021/11/13,商品房,2019/11/13,普通住宅,满两年,非共有,"
                                有抵押 20万元 平安银行
                              ",已上传房本照片,,,,
1810,['东林城市花园 3室2厅 北'],142,13653,东林城市花园,成华,动物园,3室2厅1厨2卫,高楼层 (共18层),104.01㎡,平层,暂无数据,塔楼,北,框架结构,简装,两梯三户,有,2021/8/20,商品房,2008/9/8,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,,,,
1811,['浅水半岛三期 3室2厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,浅水半岛三期,成华,八里小区,3室2厅1厨2卫,低楼层 (共27层),125.29㎡,平层,104.17㎡,板塔结合,西北,钢混结构,精装,两梯四户,有,2021/4/23,商品房,2016/5/27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1812,['华润二十四城二期 3室1厅 东南 南'],暂无数据,首付及贷款情况请咨询经纪人,华润二十四城二期,成华,万象城,3室1厅1厨2卫,中楼层 (共32层),88.3㎡,平层,68.3㎡,板塔结合,东南 南,钢混结构,精装,两梯五户,有,2021/10/12,商品房,2017/3/21,普通住宅,满两年,非共有,"
                                有抵押 85万元 农业银行 客户偿还
                              ",已上传房本照片,,,,
1813,['秀苑路6号 3室1厅 东'],116,13332,秀苑路6号,成华,八里小区,3室1厅1厨1卫,高楼层 (共7层),87.01㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,无,2020/12/2,商品房,2011/6/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1814,['朝阳新村 3室1厅 南'],116,11467,朝阳新村,成华,李家沱,3室1厅1厨1卫,低楼层 (共6层),101.16㎡,平层,101.16㎡,塔楼,南,混合结构,简装,一梯三户,无,2020/6/3,商品房,2004/3/10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1815,['富丽东方 3室2厅 西'],暂无数据,首付及贷款情况请咨询经纪人,富丽东方,成华,成渝立交,3室2厅1厨2卫,中楼层 (共33层),116.59㎡,平层,暂无数据,塔楼,西,框架结构,毛坯,三梯六户,有,2021/1/13,商品房,2010/10/27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1816,['东晖花园 2室2厅 东南'],117,13383,东晖花园,成华,八里小区,2室2厅1厨1卫,低楼层 (共7层),87.43㎡,平层,暂无数据,板楼,东南,混合结构,精装,一梯两户,无,2021/4/10,商品房,2004/3/25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1817,['招商雍华府二期 3室1厅 南'],208,22668,招商雍华府二期,成华,驷马桥,3室1厅1厨1卫,高楼层 (共21层),91.76㎡,平层,74.51㎡,板塔结合,南,钢混结构,简装,两梯五户,有,2021/6/22,商品房,2016/9/1,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1818,['富丽锦城 3室1厅 东'],170,14884,富丽锦城,成华,驷马桥,3室1厅1厨2卫,低楼层 (共22层),114.22㎡,平层,93.64㎡,板塔结合,东,混合结构,简装,两梯五户,有,2021/7/30,商品房,2009/5/22,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
1819,['御龙山二期 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,御龙山二期,成华,万年场,3室1厅1厨1卫,低楼层 (共38层),89.24㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,四梯六户,有,2021/7/28,商品房,2018/11/12,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1820,['华润二十四城二期 3室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,华润二十四城二期,成华,万象城,3室2厅1厨1卫,高楼层 (共32层),73.63㎡,平层,59.8㎡,板塔结合,东,钢混结构,毛坯,两梯六户,有,2021/8/22,商品房,2012/7/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1821,['汇融名城C区 3室2厅 东南'],215,20303,汇融名城C区,成华,李家沱,3室2厅1厨2卫,低楼层 (共18层),105.9㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,2021/9/14,商品房,2016/12/7,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1822,['花样年花郡 4室1厅 南 北'],280,21552,花样年花郡,成华,万象城,4室1厅1厨2卫,低楼层 (共24层),129.92㎡,平层,暂无数据,板塔结合,南 北,框架结构,其他,两梯四户,有,2021/2/19,商品房,2011/4/26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1823,['华润翠林华庭 4室1厅 北'],288,20946,华润翠林华庭,成华,动物园,4室1厅1厨1卫,高楼层 (共16层),137.5㎡,平层,114.33㎡,板塔结合,北,钢混结构,简装,两梯四户,有,2020/8/27,商品房,2016/8/30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1824,['成华东方苑 3室2厅 西'],143.5,13701,成华东方苑,成华,东郊记忆,3室2厅1厨2卫,中楼层 (共6层),104.74㎡,平层,100㎡,板楼,西,框架结构,简装,一梯三户,无,2021/7/13,商品房,2017/4/13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1825,['红枫岭二期 2室2厅 南 北'],暂无数据,首付及贷款情况请咨询经纪人,红枫岭二期,成华,东郊记忆,2室2厅1厨2卫,高楼层 (共33层),86.18㎡,平层,71.64㎡,板塔结合,南 北,钢混结构,其他,三梯六户,有,2021/10/16,商品房,2011/9/9,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1826,['龙湖三千里B区二期 4室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千里B区二期,成华,SM广场,4室1厅1厨3卫,低楼层 (共34层),136.64㎡,平层,110.75㎡,板塔结合,东,钢混结构,精装,两梯五户,有,2021/3/28,商品房,2010/5/9,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1827,['海上海北苑 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,海上海北苑,成华,成渝立交,3室1厅1厨1卫,高楼层 (共25层),92.66㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,两梯六户,有,2021/9/9,商品房,2016/8/25,普通住宅,满五年,非共有,"
                                有抵押 38万元
                              ",已上传房本照片,,,,
1828,['金科一城 3室2厅 南 北'],210,17680,金科一城,成华,动物园,3室2厅1厨2卫,低楼层 (共20层),118.78㎡,平层,95.94㎡,塔楼,南 北,钢混结构,精装,两梯六户,有,2021/2/18,商品房,2013/3/19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1829,['千和苑 3室1厅 东南'],172,11942,千和苑,成华,建设路,3室1厅1厨2卫,高楼层 (共7层),144.03㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021/5/25,商品房,2001/5/9,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1830,['汇融名城C区 3室2厅 东南'],215,20303,汇融名城C区,成华,李家沱,3室2厅1厨2卫,低楼层 (共18层),105.9㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,2021/9/14,商品房,2016/12/7,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1831,['朗诗绿色街区 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,朗诗绿色街区,成华,万年场,3室2厅1厨1卫,高楼层 (共18层),76.88㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯五户,有,2020/5/24,商品房,2016/2/3,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
1832,['新里柏仕公馆 4室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,新里柏仕公馆,成华,东客站,4室1厅1厨2卫,高楼层 (共31层),145.56㎡,平层,118.01㎡,塔楼,东北,钢混结构,毛坯,两梯三户,有,2021/11/3,商品房,2014/1/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1833,['华天阳光 2室2厅 东 西'],129.6,15231,华天阳光,成华,万年场,2室2厅1厨1卫,低楼层 (共29层),85.09㎡,平层,71.62㎡,塔楼,东 西,框架结构,简装,两梯五户,有,2021/8/13,商品房,2014/6/4,普通住宅,满五年,非共有,"
                                有抵押 5万元 工商银行
                              ",已上传房本照片,,,,
1834,['华润二十四城二期 3室1厅 东南 南'],暂无数据,首付及贷款情况请咨询经纪人,华润二十四城二期,成华,万象城,3室1厅1厨2卫,中楼层 (共32层),88.3㎡,平层,68.3㎡,板塔结合,东南 南,钢混结构,精装,两梯五户,有,2021/10/12,商品房,2017/3/21,普通住宅,满两年,非共有,"
                                有抵押 85万元 农业银行 客户偿还
                              ",已上传房本照片,,,,
1835,['秀苑路6号 3室1厅 东'],116,13332,秀苑路6号,成华,八里小区,3室1厅1厨1卫,高楼层 (共7层),87.01㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯两户,无,2020/12/2,商品房,2011/6/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1836,['凤翔华庭 3室2厅 东 西'],160,12321,凤翔华庭,成华,驷马桥,3室2厅1厨2卫,高楼层 (共18层),129.86㎡,平层,110㎡,塔楼,东 西,框架结构,毛坯,两梯六户,有,2020/12/4,商品房,2015/9/5,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1837,['海上海北苑 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,海上海北苑,成华,成渝立交,3室1厅1厨1卫,高楼层 (共25层),92.66㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,两梯六户,有,2021/9/9,商品房,2016/8/25,普通住宅,满五年,非共有,"
                                有抵押 38万元
                              ",已上传房本照片,,,,
1838,['首创光和城二期 3室1厅 东'],152.5,19637,首创光和城二期,成华,动物园,3室1厅1厨1卫,中楼层 (共27层),77.66㎡,平层,暂无数据,塔楼,东,钢混结构,简装,三梯八户,有,2021/8/6,商品房,2019/8/6,普通住宅,满两年,非共有,"
                                有抵押 15万元
                              ",已上传房本照片,,,,
1839,['招商雍华府二期 3室1厅 西南'],208,22703,招商雍华府二期,成华,驷马桥,3室1厅1厨1卫,低楼层 (共20层),91.62㎡,平层,75.16㎡,板塔结合,西南,钢混结构,精装,两梯六户,有,2021/5/19,商品房,2015/12/4,普通住宅,满五年,共有,"
                                有抵押 30万元 建设银行 业主自还
                              ",已上传房本照片,,,,
1840,['东篱路179号院 2室2厅 南'],115,11055,东篱路179号院,成华,万象城,2室2厅1厨1卫,中楼层 (共7层),104.03㎡,平层,104.03㎡,板楼,南,砖混结构,简装,一梯三户,无,2021/1/4,商品房,2017/4/10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1841,['海上海南苑 3室2厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,海上海南苑,成华,成渝立交,3室2厅1厨2卫,高楼层 (共32层),89.58㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,两梯六户,有,2021/9/4,商品房,2018/7/31,普通住宅,满两年,共有,"
                                有抵押 40万元 二次抵押 业主自还
                              ",已上传房本照片,,,,
1842,['富临理宫 4室2厅 西南 东北'],205,22096,富临理宫,成华,理工大,4室2厅1厨1卫,高楼层 (共32层),92.78㎡,平层,69.47㎡,板楼,西南 东北,钢混结构,精装,两梯四户,有,2021/9/13,商品房,2016/5/5,普通住宅,满五年,共有,"
                                有抵押 20万元 建设银行 业主自还
                              ",已上传房本照片,,,,
1843,['新鸿路119号 2室1厅 南'],85,13045,新鸿路119号,成华,猛追湾,2室1厅1厨1卫,高楼层 (共6层),65.16㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯两户,无,2021/10/19,商品房,2012/7/3,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1844,['蓝润蓝客城 3室2厅 西'],127,17312,蓝润蓝客城,成华,动物园,3室2厅1厨1卫,低楼层 (共27层),73.36㎡,平层,暂无数据,塔楼,西,框架结构,精装,三梯八户,有,2021/8/4,商品房,2018/4/23,普通住宅,满两年,非共有,"
                                有抵押 27万元 工商银行 业主自还
                              ",已上传房本照片,,,,
1845,['双桥路242号 3室2厅 北'],165,11713,双桥路242号,成华,新华公园,3室2厅1厨1卫,中楼层 (共7层),140.87㎡,错层,暂无数据,塔楼,北,框架结构,简装,一梯两户,无,2021/1/24,商品房,2001/9/27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1846,['富临理宫 3室2厅 西北'],189,21881,富临理宫,成华,理工大,3室2厅1厨1卫,低楼层 (共32层),86.38㎡,平层,暂无数据,板楼,西北,钢混结构,精装,两梯四户,有,2021/6/18,商品房,2016/4/18,普通住宅,满五年,共有,"
                                有抵押 15万元 中国工商银行滨江支行 业主自还
                              ",已上传房本照片,,,,
1847,['白莲小区二号院 3室2厅 西'],120,10481,白莲小区二号院,成华,动物园,3室2厅1厨1卫,高楼层 (共6层),114.5㎡,平层,暂无数据,板塔结合,西,钢混结构,毛坯,一梯两户,暂无数据,2020/10/1,拆迁安置房,2017/8/21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1848,['海上海南苑 3室1厅 北'],暂无数据,首付及贷款情况请咨询经纪人,海上海南苑,成华,成渝立交,3室1厅1厨2卫,中楼层 (共32层),89.58㎡,平层,暂无数据,塔楼,北,钢混结构,简装,两梯六户,有,2021/7/3,商品房,2016/11/1,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1849,['龙湖三千里A区一期 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千里A区一期,成华,SM广场,3室1厅1厨1卫,中楼层 (共33层),93.31㎡,平层,74.62㎡,塔楼,南,钢混结构,其他,三梯六户,有,2021/10/5,商品房,2010/3/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1850,['祥和里3号 3室1厅 东南'],110,12523,祥和里3号,成华,猛追湾,3室1厅1厨1卫,中楼层 (共7层),87.84㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021/4/22,已购公房,2001/3/31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1851,['华润二十四城五期 2室1厅 西北'],202.6,26048,华润二十四城五期,成华,万象城,2室1厅1厨1卫,中楼层 (共20层),77.78㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯六户,有,2021/5/26,商品房,2018/10/31,普通住宅,满两年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
1852,['浅水半岛二期 3室2厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,浅水半岛二期,成华,八里小区,3室2厅1厨2卫,低楼层 (共27层),114.57㎡,平层,94.64㎡,板塔结合,西北,框架结构,精装,两梯六户,有,2021/11/18,商品房,2010/4/21,普通住宅,满五年,非共有,"
                                有抵押 30万元 中信银行 客户偿还
                              ",已上传房本照片,,,,
1853,['新鸿路119号 2室1厅 南'],70,11785,新鸿路119号,成华,猛追湾,2室1厅1厨1卫,高楼层 (共6层),59.4㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,2021/9/28,商品房,2001/2/1,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1854,['上行锦绣 5室2厅 东南'],225,17714,上行锦绣,成华,驷马桥,5室2厅1厨2卫,高楼层 (共18层),127.02㎡,跃层,108.56㎡,塔楼,东南,钢混结构,精装,两梯七户,有,2021/9/28,商品房,2011/7/7,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,,,,
1855,['中房蓝水湾 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,中房蓝水湾,成华,李家沱,4室2厅1厨2卫,低楼层 (共18层),137.4㎡,平层,暂无数据,塔楼,东南,框架结构,精装,两梯四户,有,2021/1/15,商品房,2008/4/25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1856,['中国铁建北湖国际城一期 3室2厅 西'],153,18187,中国铁建北湖国际城一期,成华,龙潭寺,3室2厅1厨1卫,高楼层 (共34层),84.13㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,两梯六户,有,2021/11/18,商品房,2018/6/27,普通住宅,满两年,共有,"
                                有抵押 40万元 农业银行 业主自还
                              ",已上传房本照片,,,,
1857,['招商雍华府一期 4室1厅 东南'],290,21081,招商雍华府一期,成华,驷马桥,4室1厅1厨2卫,高楼层 (共18层),137.57㎡,平层,116.61㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021/11/17,商品房,2013/11/28,普通住宅,满五年,非共有,"
                                有抵押 188万元 浙商银行 客户偿还
                              ",已上传房本照片,,,,
1858,['尚东美林三区 2室2厅 南'],125,16808,尚东美林三区,成华,万年场,2室2厅1厨1卫,高楼层 (共26层),74.37㎡,平层,56.82㎡,板塔结合,南,钢混结构,简装,两梯五户,有,2021/11/4,商品房,2016/11/2,普通住宅,满五年,非共有,"
                                有抵押 28万元 建行 业主自还
                              ",已上传房本照片,,,,
1859,['北回归线一期 3室2厅 南 北'],153,16830,北回归线一期,成华,驷马桥,3室2厅1厨1卫,中楼层 (共22层),90.91㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有,2021/9/7,商品房,2017/4/6,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1860,['中房蓝水湾 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,中房蓝水湾,成华,李家沱,4室2厅1厨2卫,低楼层 (共18层),137.4㎡,平层,暂无数据,塔楼,东南,框架结构,精装,两梯四户,有,2021/1/15,商品房,2008/4/25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1861,['招商雍华府二期 3室1厅 西南'],208,22703,招商雍华府二期,成华,驷马桥,3室1厅1厨1卫,低楼层 (共20层),91.62㎡,平层,75.16㎡,板塔结合,西南,钢混结构,精装,两梯六户,有,2021/5/19,商品房,2015/12/4,普通住宅,满五年,共有,"
                                有抵押 30万元 建设银行 业主自还
                              ",已上传房本照片,,,,
