,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
1874,['凤凰栖 4室2厅 东南'],245,15952,凤凰栖,金牛,营门口,4室2厅1厨2卫,高楼层 (共6层),153.59㎡,跃层,140㎡,板楼,东南,混合结构,精装,一梯两户,无,2021-04-29,商品房,2014-11-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1875,['中房北极星花园 2室1厅 东南'],123,20576,中房北极星花园,金牛,马鞍路,2室1厅1厨1卫,低楼层 (共29层),59.78㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,三梯十一户,有,2021-09-26,商品房,2017-11-16,普通住宅,满两年,非共有,"
                                有抵押 6万元 建行二支行 业主自还
                              ",已上传房本照片,,,,
1876,['富丽碧蔓汀 3室1厅 南'],210,21546,富丽碧蔓汀,金牛,金牛万达,3室1厅1厨2卫,中楼层 (共26层),97.47㎡,平层,76.43㎡,板楼,南,钢混结构,精装,两梯六户,有,2021-04-16,商品房,2011-12-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1877,['九里堤北路42号院 3室1厅 南'],56.8,8541,九里堤北路42号院,金牛,九里堤,3室1厅1厨1卫,高楼层 (共7层),66.51㎡,平层,64.5㎡,板楼,南,混合结构,简装,一梯三户,无,2021-06-02,经济适用房,2009-05-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1878,['绿地世纪城 3室1厅 南'],173,19886,绿地世纪城,金牛,驷马桥,3室1厅1厨1卫,低楼层 (共20层),87㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021-08-03,商品房,2015-04-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1879,['树蓓巷1号 2室1厅 东'],73.5,10276,树蓓巷1号,金牛,金牛万达,2室1厅1厨1卫,低楼层 (共7层),71.53㎡,平层,暂无数据,板楼,东,混合结构,毛坯,一梯三户,无,2021-04-06,商品房,2014-08-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1880,['星辉西路8号 3室2厅 南'],88,11526,星辉西路8号,金牛,马鞍路,3室2厅1厨1卫,高楼层 (共7层),76.35㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-04-08,已购公房,1998-06-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1881,['西体路新二村 3室1厅 南'],97,11982,西体路新二村,金牛,花牌坊,3室1厅1厨1卫,高楼层 (共7层),80.96㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯两户,无,2021-09-17,商品房,2002-12-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1882,['保利两河森林 3室1厅 西南'],710,38523,保利两河森林,金牛,高家庄,3室1厅1厨2卫,低楼层 (共1层),184.31㎡,,166.79㎡,,西南,钢混结构,其他,,,2021-09-20,商品房,2018-06-28,别墅,满两年,共有,"
                                有抵押 150万元 农业银行 业主自还
                              ",已上传房本照片,,,,联排
1883,['中加水岸 3室1厅 东南'],182,20058,中加水岸,金牛,金府,3室1厅1厨1卫,中楼层 (共26层),90.74㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,两梯六户,有,2020-11-27,商品房,2019-08-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1884,['西蜀皓月 4室2厅 东南'],200,13088,西蜀皓月,金牛,国宾,4室2厅1厨2卫,高楼层 (共5层),152.82㎡,跃层,暂无数据,板塔结合,东南,框架结构,简装,一梯两户,无,2021-10-04,商品房,2005-04-04,普通住宅,满五年,非共有,"
                                有抵押 7万元 建设 业主自还
                              ",已上传房本照片,,,,
1885,['文家巷18号 3室1厅 东南'],96,12308,文家巷18号,金牛,沙湾,3室1厅1厨2卫,中楼层 (共6层),78㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,暂无数据,2021-04-09,商品房,1998-06-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1886,['华侨城纯水岸一期 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,华侨城纯水岸一期,金牛,华侨城,4室2厅2厨2卫,高楼层 (共9层),163.48㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯两户,有,2020-12-23,商品房,2016-10-26,普通住宅,满五年,共有,"
                                有抵押 130万元 农行
                              ",已上传房本照片,,,,
1887,['润泽园二期 3室1厅 东南'],135,11862,润泽园二期,金牛,金牛万达,3室1厅1厨1卫,中楼层 (共18层),113.81㎡,平层,暂无数据,塔楼,东南,框架结构,简装,四梯二十户,有,2020-09-25,商品房,2006-03-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1888,['为民新居 3室2厅 东'],160.3,16867,为民新居,金牛,沙湾,3室2厅1厨1卫,低楼层 (共29层),95.04㎡,平层,暂无数据,塔楼,东,框架结构,简装,两梯六户,有,2021-09-09,商品房,2019-01-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1889,['阳光金沙 3室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,阳光金沙,金牛,蜀汉路,3室1厅1厨2卫,低楼层 (共6层),113.12㎡,平层,102.74㎡,板楼,东北,钢混结构,精装,一梯两户,无,2021-03-06,商品房,2007-03-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1890,['保利两河森林 4室2厅 南'],330,24127,保利两河森林,金牛,高家庄,4室2厅1厨2卫,高楼层 (共11层),136.78㎡,,暂无数据,,南,框架结构,其他,,,2021-07-22,商品房,2019-08-07,别墅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,独栋
1891,['星河路社区 3室1厅 东南'],83,8968,星河路社区,金牛,西南交大,3室1厅1厨1卫,高楼层 (共7层),92.56㎡,平层,90.56㎡,板塔结合,东南,混合结构,简装,一梯两户,无,2021-06-27,经济适用房,2007-05-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1892,['金房月圆 2室1厅 东北'],148,15309,金房月圆,金牛,营门口,2室1厅1厨1卫,中楼层 (共6层),96.68㎡,平层,暂无数据,板楼,东北,混合结构,精装,一梯两户,无,2020-03-22,商品房,2013-05-31,普通住宅,满五年,非共有,"
                                有抵押 20万元 光大银行 业主自还
                              ",已上传房本照片,,,,
1893,['锦西名宅西区 3室2厅 南'],179,13173,锦西名宅西区,金牛,营门口,3室2厅2厨2卫,高楼层 (共6层),135.89㎡,错层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,2021-03-18,商品房,2011-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1894,['天地芳苑 3室1厅 东南'],192,14513,天地芳苑,金牛,西南交大,3室1厅1厨1卫,高楼层 (共6层),132.3㎡,平层,123.08㎡,板楼,东南,混合结构,简装,一梯两户,无,2021-01-05,商品房,2016-10-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1895,['交大智能五期 4室2厅 东南'],210,13215,交大智能五期,金牛,西南交大,4室2厅1厨3卫,高楼层 (共6层),158.92㎡,跃层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021-10-24,商品房,2013-10-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1896,['华侨城纯水岸一期 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,华侨城纯水岸一期,金牛,华侨城,3室2厅1厨2卫,高楼层 (共25层),147.57㎡,平层,122.42㎡,板塔结合,南,钢混结构,简装,两梯三户,有,2021-05-05,商品房,2010-10-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1897,['格林尚元丽舍 2室1厅 东南'],115,12891,格林尚元丽舍,金牛,马鞍路,2室1厅1厨1卫,中楼层 (共20层),89.21㎡,平层,67.33㎡,塔楼,东南,框架结构,简装,三梯十二户,有,2021-10-08,商品房,2012-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1898,['兴元花园一期 3室2厅 东南'],155,12387,兴元花园一期,金牛,抚琴小区,3室2厅1厨2卫,中楼层 (共7层),125.14㎡,平层,暂无数据,板楼,东南,框架结构,简装,一梯两户,无,2021-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片,,,,
1899,['兴元花园二期 3室1厅 东南'],203,15915,兴元花园二期,金牛,抚琴小区,3室1厅1厨2卫,低楼层 (共9层),127.56㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,一梯两户,有,2021-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,,
1900,['营兴街2号 2室2厅 东南'],74,10002,营兴街2号,金牛,抚琴小区,2室2厅1厨1卫,中楼层 (共7层),73.99㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯两户,无,2021-03-04,已购公房,2004-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1901,['书香门第 3室2厅 东北'],220,16759,书香门第,金牛,花牌坊,3室2厅1厨2卫,低楼层 (共23层),131.28㎡,平层,暂无数据,塔楼,东北,钢混结构,其他,两梯六户,有,2021-09-03,商品房,2010-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1902,['宏源大厦 2室2厅 东南'],90,11057,宏源大厦,金牛,抚琴小区,2室2厅1厨1卫,高楼层 (共7层),81.4㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2020-06-02,商品房,2005-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1903,['三和花园 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,三和花园,金牛,蜀汉路,3室1厅1厨2卫,高楼层 (共7层),135.44㎡,平层,暂无数据,板塔结合,东南,混合结构,简装,一梯两户,无,2021-05-04,商品房,2006-11-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1904,['格林尚元丽舍 3室2厅 南 北'],148,10238,格林尚元丽舍,金牛,马鞍路,3室2厅1厨2卫,中楼层 (共20层),144.57㎡,平层,112.31㎡,塔楼,南 北,框架结构,简装,三梯九户,有,2020-10-01,商品房,2011-09-27,普通住宅,满五年,共有,"
                                有抵押 邮政 业主自还
                              ",已上传房本照片,,,,
1905,['千和茗居 4室2厅 东南'],256,14971,千和茗居,金牛,茶店子,4室2厅1厨3卫,高楼层 (共6层),171㎡,跃层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2019-12-16,商品房,2016-11-01,普通住宅,满五年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,,,,
1906,['天悦城 3室2厅 北'],205,19113,天悦城,金牛,五块石,3室2厅1厨2卫,低楼层 (共33层),107.26㎡,平层,暂无数据,塔楼,北,钢混结构,其他,两梯六户,有,2021-10-10,商品房,2018-10-10,普通住宅,满两年,共有,"
                                有抵押 30万元 工商银行 客户偿还
                              ",已上传房本照片,,,,
1907,['银沙公寓 3室1厅 东'],100,10542,银沙公寓,金牛,营门口,3室1厅1厨1卫,高楼层 (共6层),94.86㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021-04-03,商品房,2010-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1908,['金鱼街64号 3室1厅 东南'],73,9991,金鱼街64号,金牛,抚琴小区,3室1厅1厨1卫,高楼层 (共6层),73.07㎡,平层,暂无数据,板楼,东南,砖混结构,毛坯,一梯两户,无,2021-11-12,商品房,1993-11-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1909,['金桔花园二期南苑 3室2厅 东南'],132,12500,金桔花园二期南苑,金牛,花照壁,3室2厅1厨2卫,高楼层 (共7层),105.6㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯四户,无,2021-08-15,商品房,2001-08-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1910,['马鞍北路社区 3室1厅 南 北'],78,9811,马鞍北路社区,金牛,马鞍路,3室1厅1厨1卫,高楼层 (共6层),79.51㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,2021-04-14,商品房,2005-12-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1911,['水韵天府 3室2厅 东'],186,14515,水韵天府,金牛,五块石,3室2厅1厨2卫,低楼层 (共18层),128.15㎡,平层,107.87㎡,板楼,东,框架结构,简装,两梯六户,有,2021-08-09,商品房,2010-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1912,['马鞍东路社区 2室2厅 东南'],85,11410,马鞍东路社区,金牛,马鞍路,2室2厅1厨1卫,高楼层 (共7层),74.5㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021-03-13,商品房,2001-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1913,['新和理想家 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,新和理想家,金牛,一品天下,2室1厅1厨1卫,中楼层 (共18层),80.07㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,两梯七户,有,2021-11-15,商品房,2007-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1914,['凌江尚府 3室2厅 东南'],134,14891,凌江尚府,金牛,五块石,3室2厅1厨1卫,中楼层 (共23层),89.99㎡,平层,75.65㎡,板塔结合,东南,框架结构,简装,两梯七户,有,2020-11-21,商品房,2009-09-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1915,['三和花园 3室2厅 南'],164,10996,三和花园,金牛,蜀汉路,3室2厅1厨2卫,中楼层 (共7层),149.15㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯两户,无,2021-03-06,商品房,2009-03-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1916,['绿地世纪城 4室2厅 东南'],260,21599,绿地世纪城,金牛,驷马桥,4室2厅1厨2卫,高楼层 (共20层),120.38㎡,平层,98.7㎡,塔楼,东南,钢混结构,精装,两梯四户,有,2021-10-24,商品房,2014-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1917,['筒车巷29号 3室1厅 东北'],105,13989,筒车巷29号,金牛,花牌坊,3室1厅1厨1卫,低楼层 (共7层),75.06㎡,平层,暂无数据,板楼,东北,混合结构,简装,一梯四户,无,2021-11-10,商品房,2002-05-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1918,['锦西民园 3室2厅 北'],220,17125,锦西民园,金牛,西南交大,3室2厅1厨2卫,低楼层 (共6层),128.47㎡,平层,暂无数据,板楼,北,砖混结构,其他,一梯两户,无,2021-12-11,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
1919,['西西里一期 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,西西里一期,金牛,茶店子,3室1厅1厨2卫,低楼层 (共33层),117.44㎡,平层,94.72㎡,板塔结合,西北,框架结构,精装,两梯五户,有,2021-11-09,商品房,2012-12-26,普通住宅,满五年,非共有,"
                                有抵押 100万元 金融公司垫资 金融公司垫资
                              ",已上传房本照片,,,,
1920,['千和茗居 4室2厅 东南'],256,14971,千和茗居,金牛,茶店子,4室2厅1厨3卫,高楼层 (共6层),171㎡,跃层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2019-12-16,商品房,2016-11-01,普通住宅,满五年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,,,,
1921,['保利梧桐语 3室1厅 东'],155,19226,保利梧桐语,金牛,高家庄,3室1厅1厨1卫,中楼层 (共18层),80.62㎡,平层,63.68㎡,板塔结合,东,钢混结构,毛坯,两梯六户,有,2021-08-09,商品房,2016-11-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1922,['三和花园 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,三和花园,金牛,蜀汉路,3室1厅1厨2卫,高楼层 (共7层),135.44㎡,平层,暂无数据,板塔结合,东南,混合结构,简装,一梯两户,无,2021-05-04,商品房,2006-11-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1923,['格林尚元丽舍 3室2厅 南 北'],148,10238,格林尚元丽舍,金牛,马鞍路,3室2厅1厨2卫,中楼层 (共20层),144.57㎡,平层,112.31㎡,塔楼,南 北,框架结构,简装,三梯九户,有,2020-10-01,商品房,2011-09-27,普通住宅,满五年,共有,"
                                有抵押 邮政 业主自还
                              ",已上传房本照片,,,,
1924,['天悦城 3室2厅 北'],205,19113,天悦城,金牛,五块石,3室2厅1厨2卫,低楼层 (共33层),107.26㎡,平层,暂无数据,塔楼,北,钢混结构,其他,两梯六户,有,2021-10-10,商品房,2018-10-10,普通住宅,满两年,共有,"
                                有抵押 30万元 工商银行 客户偿还
                              ",已上传房本照片,,,,
1925,['银沙公寓 3室1厅 东'],100,10542,银沙公寓,金牛,营门口,3室1厅1厨1卫,高楼层 (共6层),94.86㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021-04-03,商品房,2010-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1926,['格林尚元丽舍 2室1厅 东南'],115,12891,格林尚元丽舍,金牛,马鞍路,2室1厅1厨1卫,中楼层 (共20层),89.21㎡,平层,67.33㎡,塔楼,东南,框架结构,简装,三梯十二户,有,2021-10-08,商品房,2012-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1927,['书香门第 3室2厅 东北'],220,16759,书香门第,金牛,花牌坊,3室2厅1厨2卫,低楼层 (共23层),131.28㎡,平层,暂无数据,塔楼,东北,钢混结构,其他,两梯六户,有,2021-09-03,商品房,2010-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1928,['兴元花园一期 3室2厅 东南'],155,12387,兴元花园一期,金牛,抚琴小区,3室2厅1厨2卫,中楼层 (共7层),125.14㎡,平层,暂无数据,板楼,东南,框架结构,简装,一梯两户,无,2021-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",未上传房本照片,,,,
1929,['兴元花园二期 3室1厅 东南'],203,15915,兴元花园二期,金牛,抚琴小区,3室1厅1厨2卫,低楼层 (共9层),127.56㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,一梯两户,有,2021-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,,
1930,['金鱼街64号 3室1厅 东南'],73,9991,金鱼街64号,金牛,抚琴小区,3室1厅1厨1卫,高楼层 (共6层),73.07㎡,平层,暂无数据,板楼,东南,砖混结构,毛坯,一梯两户,无,2021-11-12,商品房,1993-11-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1931,['凌江尚府 3室2厅 东南'],134,14891,凌江尚府,金牛,五块石,3室2厅1厨1卫,中楼层 (共23层),89.99㎡,平层,75.65㎡,板塔结合,东南,框架结构,简装,两梯七户,有,2020-11-21,商品房,2009-09-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1932,['锦西民园 3室2厅 北'],220,17125,锦西民园,金牛,西南交大,3室2厅1厨2卫,低楼层 (共6层),128.47㎡,平层,暂无数据,板楼,北,砖混结构,其他,一梯两户,无,2021-12-11,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
1933,['筒车巷29号 3室1厅 东北'],105,13989,筒车巷29号,金牛,花牌坊,3室1厅1厨1卫,低楼层 (共7层),75.06㎡,平层,暂无数据,板楼,东北,混合结构,简装,一梯四户,无,2021-11-10,商品房,2002-05-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1934,['绿地世纪城 4室2厅 东南'],260,21599,绿地世纪城,金牛,驷马桥,4室2厅1厨2卫,高楼层 (共20层),120.38㎡,平层,98.7㎡,塔楼,东南,钢混结构,精装,两梯四户,有,2021-10-24,商品房,2014-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1935,['凯丽豪景 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,凯丽豪景,金牛,一品天下,3室1厅1厨2卫,中楼层 (共32层),117.84㎡,平层,94.01㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-11-06,商品房,2009-10-29,普通住宅,满五年,非共有,"
                                有抵押 240万元 金融公司垫资
                              ",已上传房本照片,,,,
1936,['三和花园 3室2厅 南'],164,10996,三和花园,金牛,蜀汉路,3室2厅1厨2卫,中楼层 (共7层),149.15㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯两户,无,2021-03-06,商品房,2009-03-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1937,['西西里一期 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,西西里一期,金牛,茶店子,3室1厅1厨2卫,低楼层 (共33层),117.44㎡,平层,94.72㎡,板塔结合,西北,框架结构,精装,两梯五户,有,2021-11-09,商品房,2012-12-26,普通住宅,满五年,非共有,"
                                有抵押 100万元 金融公司垫资 金融公司垫资
                              ",已上传房本照片,,,,
1938,['枣子巷13号 2室1厅 东'],85,11464,枣子巷13号,金牛,通惠门,2室1厅1厨1卫,高楼层 (共7层),74.15㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021-05-22,商品房,1999-04-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1939,['华侨城纯水岸一期 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,华侨城纯水岸一期,金牛,华侨城,3室2厅1厨2卫,高楼层 (共25层),147.57㎡,平层,122.42㎡,板塔结合,南,钢混结构,简装,两梯三户,有,2021-05-05,商品房,2010-10-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1940,['水韵天府 3室2厅 东'],186,14515,水韵天府,金牛,五块石,3室2厅1厨2卫,低楼层 (共18层),128.15㎡,平层,107.87㎡,板楼,东,框架结构,简装,两梯六户,有,2021-08-09,商品房,2010-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1941,['龙湖北城天街二期 3室2厅 西'],223,18680,龙湖北城天街二期,金牛,五块石,3室2厅1厨2卫,低楼层 (共23层),119.38㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,两梯六户,有,2021-01-31,商品房,2014-11-25,普通住宅,满五年,共有,"
                                有抵押 50万元 自己单位，下个月可以还 业主自还
                              ",已上传房本照片,,,,
1942,['营兴街2号 2室2厅 东南'],74,10002,营兴街2号,金牛,抚琴小区,2室2厅1厨1卫,中楼层 (共7层),73.99㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯两户,无,2021-03-04,已购公房,2004-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1943,['马鞍东路社区 2室2厅 东南'],85,11410,马鞍东路社区,金牛,马鞍路,2室2厅1厨1卫,高楼层 (共7层),74.5㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021-03-13,商品房,2001-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1944,['锦西名宅西区 3室2厅 南'],179,13173,锦西名宅西区,金牛,营门口,3室2厅2厨2卫,高楼层 (共6层),135.89㎡,错层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,2021-03-18,商品房,2011-03-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1945,['星河路社区 3室1厅 东南'],83,8968,星河路社区,金牛,西南交大,3室1厅1厨1卫,高楼层 (共7层),92.56㎡,平层,90.56㎡,板塔结合,东南,混合结构,简装,一梯两户,无,2021-06-27,经济适用房,2007-05-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1946,['天地芳苑 3室1厅 东南'],192,14513,天地芳苑,金牛,西南交大,3室1厅1厨1卫,高楼层 (共6层),132.3㎡,平层,123.08㎡,板楼,东南,混合结构,简装,一梯两户,无,2021-01-05,商品房,2016-10-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1947,['新和理想家 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,新和理想家,金牛,一品天下,2室1厅1厨1卫,中楼层 (共18层),80.07㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,两梯七户,有,2021-11-15,商品房,2007-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1948,['聚贤半岛花苑 3室1厅 东'],108,20378,聚贤半岛花苑,金牛,九里堤,3室1厅1厨1卫,高楼层 (共7层),53㎡,跃层,暂无数据,板楼,东,框架结构,其他,一梯四户,无,2021-12-18,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
1949,['交大智能四期 3室2厅 西南'],135,12880,交大智能四期,金牛,西南交大,3室2厅1厨1卫,高楼层 (共7层),104.82㎡,平层,暂无数据,板楼,西南,混合结构,精装,一梯四户,无,2021-05-16,商品房,2013-08-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1950,['枣子巷13号 2室1厅 东'],85,11464,枣子巷13号,金牛,通惠门,2室1厅1厨1卫,高楼层 (共7层),74.15㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021-05-22,商品房,1999-04-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1951,['中天商厦 4室1厅 东南'],150,7661,中天商厦,金牛,花牌坊,4室1厅1厨1卫,高楼层 (共7层),195.81㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,一梯五十户,无,2021-10-20,商品房,2009-10-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1952,['凯丽豪景 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,凯丽豪景,金牛,一品天下,3室1厅1厨1卫,低楼层 (共32层),106.02㎡,平层,84.01㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-10-03,商品房,2009-11-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1953,['碧园公寓 3室2厅 东南'],270,18236,碧园公寓,金牛,花牌坊,3室2厅1厨2卫,高楼层 (共13层),148.06㎡,错层,暂无数据,板楼,东南,框架结构,简装,一梯两户,有,2020-08-23,商品房,2004-09-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1954,['江源巷3号 3室2厅 西'],123,12526,江源巷3号,金牛,花牌坊,3室2厅1厨1卫,低楼层 (共7层),98.2㎡,平层,暂无数据,板楼,西,砖混结构,简装,一梯两户,无,2021-01-15,商品房,2013-07-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1955,['金都苑 3室2厅 北'],148,14631,金都苑,金牛,五块石,3室2厅1厨2卫,中楼层 (共18层),101.16㎡,平层,84.45㎡,板楼,北,框架结构,精装,两梯四户,有,2021-10-22,商品房,2009-03-19,普通住宅,满五年,非共有,"
                                有抵押 80万元
                              ",已上传房本照片,,,,
