,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型,用水类型,用电类型,燃气价格
0,['保利大都汇·君汇 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,保利大都汇·君汇,新都,大丰,4室2厅1厨2卫,中楼层 (共33层),131㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯五户,有,2021-12-08,商品房,2019-11-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
1,['北欧知识城一期 2室1厅 西'],92,12531,北欧知识城一期,新都,大丰,2室1厅1厨1卫,高楼层 (共30层),73.42㎡,平层,59.52㎡,板塔结合,西,钢混结构,精装,三梯六户,有,2021-12-15,商品房,2014-06-10,普通住宅,满五年,共有,"
                                有抵押 9万元
                              ",已上传房本照片,,,,
2,['保利公园198百合郡 3室2厅 东南 西北'],141,11999,保利公园198百合郡,新都,保利公园,3室2厅1厨2卫,中楼层 (共18层),117.51㎡,平层,98.44㎡,板塔结合,东南 西北,钢混结构,毛坯,两梯四户,有,2021-12-20,商品房,2011-12-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
3,['中洲·中央公园 4室2厅 南'],190,12613,中洲·中央公园,新都,保利公园,4室2厅1厨2卫,中楼层 (共24层),150.64㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-12-23,商品房,2018-11-20,普通住宅,满两年,非共有,"
                                有抵押 80万元 中国民生银行成都分行 客户偿还
                              ",已上传房本照片,,,,
4,['东骏湖景湾一期 4室2厅 西北'],220,14431,东骏湖景湾一期,新都,新都城区,4室2厅1厨2卫,高楼层 (共25层),152.46㎡,平层,120.25㎡,板塔结合,西北,钢混结构,简装,一梯五户,有,2021-12-20,商品房,2010-03-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
5,['北欧知识城二期 4室1厅 东'],136,12554,北欧知识城二期,新都,大丰,4室1厅1厨2卫,中楼层 (共18层),108.34㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯五户,有,2021-10-07,商品房,2015-09-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
6,['富力桃园A区 3室1厅 东南'],128,9949,富力桃园A区,新都,毗河,3室1厅1厨2卫,低楼层 (共32层),128.66㎡,平层,107.77㎡,板楼,东南,框架结构,简装,两梯五户,有,2021-12-18,商品房,2012-03-21,普通住宅,满五年,共有,"
                                有抵押 15万元 业主自还
                              ",已上传房本照片,,,,
7,['万科双水岸 4室2厅 东南'],148,11552,万科双水岸,新都,毗河,4室2厅1厨2卫,低楼层 (共18层),128.12㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,两梯四户,有,2021-12-20,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 123万元 金融公司垫资
                              ",未上传房本照片,,,,
8,['源上湾国际社区千叶郡 3室2厅 东'],125,11787,源上湾国际社区千叶郡,新都,新都城区,3室2厅1厨2卫,高楼层 (共29层),106.05㎡,平层,暂无数据,板塔结合,东,钢混结构,毛坯,两梯五户,有,2021-12-04,商品房,2015-12-09,普通住宅,满五年,共有,"
                                有抵押 27万元 客户偿还
                              ",已上传房本照片,,,,
9,['保利城一期 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,保利城一期,新都,大丰,3室1厅1厨2卫,低楼层 (共19层),103.11㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-09-23,商品房,2015-08-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
10,['交大香洲半岛南庭 3室2厅 东南'],156,11849,交大香洲半岛南庭,新都,毗河,3室2厅1厨2卫,高楼层 (共11层),131.66㎡,平层,暂无数据,板楼,东南,框架结构,精装,一梯两户,有,2021-12-08,商品房,2016-11-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
11,['天府香城印象 4室1厅 东南'],118,9819,天府香城印象,新都,新都城区,4室1厅1厨2卫,高楼层 (共26层),120.18㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯五户,有,2021-12-13,商品房,2019-01-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
12,['博雅桂湖郡 4室2厅 东北'],134,7775,博雅桂湖郡,新都,新都城区,4室2厅1厨3卫,中楼层 (共5层),172.36㎡,跃层,154.56㎡,板楼,东北,砖混结构,精装,一梯两户,暂无数据,2021-12-16,商品房,2008-11-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
13,['麦田国际社区 3室2厅 东南'],107,12733,麦田国际社区,新都,新都城区,3室2厅1厨1卫,中楼层 (共26层),84.04㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,两梯七户,有,2021-12-16,商品房,2018-06-12,普通住宅,满两年,非共有,"
                                有抵押 65万元 农商 业主自还
                              ",已上传房本照片,,,,
14,['凤凰傲城 3室1厅 东北'],108,12376,凤凰傲城,新都,大丰,3室1厅1厨1卫,低楼层 (共17层),87.27㎡,平层,72.82㎡,板楼,东北,框架结构,简装,两梯五户,有,2021-12-11,商品房,2015-06-05,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
15,['麦田国际社区 3室1厅 西北'],103,11051,麦田国际社区,新都,新都城区,3室1厅1厨2卫,低楼层 (共26层),93.21㎡,平层,暂无数据,板塔结合,西北,框架结构,毛坯,两梯七户,有,2021-12-11,商品房,2018-03-06,普通住宅,满两年,共有,"
                                有抵押 20万元 客户偿还
                              ",已上传房本照片,,,,
16,['汇景新城 3室2厅 东南'],128,14091,汇景新城,新都,新都城区,3室2厅1厨1卫,中楼层 (共26层),90.84㎡,平层,74.15㎡,塔楼,东南,钢混结构,精装,两梯六户,有,2021-12-17,商品房,2019-03-05,普通住宅,满两年,共有,"
                                有抵押 25万元 客户偿还
                              ",已上传房本照片,,,,
17,['圣采泊尚 4室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,圣采泊尚,新都,大丰,4室2厅1厨2卫,低楼层 (共33层),111.15㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,2021-12-14,商品房,2018-08-06,普通住宅,满两年,非共有,"
                                有抵押 60万元 中国银行
                              ",已上传房本照片,,,,
18,['汇融广场 3室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,汇融广场,新都,大丰,3室2厅1厨1卫,低楼层 (共33层),80.86㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,三梯八户,有,2021-12-19,商品房,2016-10-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
19,['源上湾万融城三期D区 3室2厅 南'],120,12934,源上湾万融城三期D区,新都,新都城区,3室2厅1厨2卫,中楼层 (共31层),92.78㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,2021-12-17,商品房,2018-08-14,普通住宅,满两年,非共有,"
                                有抵押 100万元 业主自还
                              ",已上传房本照片,,,,
20,['水岸风景 3室2厅 南'],125,9137,水岸风景,新都,新都城区,3室2厅1厨2卫,高楼层 (共15层),136.81㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯四户,有,2021-12-21,商品房,2018-01-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
21,['维也纳花园二期 2室1厅 南'],48,7052,维也纳花园二期,新都,新都城区,2室1厅1厨1卫,中楼层 (共32层),68.07㎡,平层,暂无数据,塔楼,南,框架结构,简装,三梯九户,有,2021-12-13,商品房,2017-10-18,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
22,['澳洲湾 3室1厅 西南'],106,13900,澳洲湾,新都,毗河,3室1厅1厨1卫,高楼层 (共33层),76.26㎡,平层,暂无数据,板塔结合,西南,框架结构,毛坯,两梯七户,有,2021-12-11,商品房,2018-12-11,普通住宅,满两年,非共有,"
                                有抵押 60万元 中信 客户偿还
                              ",已上传房本照片,,,,
23,['博雅新城A区 2室2厅 东'],83,10672,博雅新城A区,新都,大丰,2室2厅1厨1卫,中楼层 (共27层),77.78㎡,平层,62.89㎡,塔楼,东,钢混结构,简装,两梯六户,有,2021-12-13,商品房,2012-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
24,['香城河畔 2室1厅 东南'],95,11242,香城河畔,新都,毗河,2室1厅1厨1卫,高楼层 (共33层),84.51㎡,平层,75㎡,板塔结合,东南,钢混结构,简装,三梯六户,有,2021-12-18,商品房,2016-08-03,普通住宅,满五年,非共有,"
                                有抵押 10万元 成都银行 金融公司垫资
                              ",已上传房本照片,,,,
25,['北欧知识城二期 4室2厅 西南 西北'],135,10964,北欧知识城二期,新都,大丰,4室2厅1厨2卫,高楼层 (共18层),123.14㎡,平层,103.67㎡,板塔结合,西南 西北,钢混结构,毛坯,两梯五户,有,2021-12-05,商品房,2021-12-07,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
26,['金峰云水涧二期 3室2厅 南'],85,6600,金峰云水涧二期,新都,大丰,3室2厅1厨2卫,低楼层 (共6层),128.79㎡,平层,114.94㎡,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021-06-24,商品房,2015-04-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
27,['北欧知识城一期 3室2厅 东'],122,11735,北欧知识城一期,新都,大丰,3室2厅1厨2卫,中楼层 (共30层),103.97㎡,平层,83.83㎡,板塔结合,东,钢混结构,精装,三梯六户,有,2021-07-26,商品房,2017-12-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
28,['北欧知识城一期 3室1厅 东南'],117,11519,北欧知识城一期,新都,大丰,3室1厅1厨2卫,高楼层 (共34层),101.58㎡,平层,83.95㎡,板塔结合,东南,框架结构,精装,三梯六户,有,2021-06-07,商品房,2013-09-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
29,['九街广场 3室1厅 西南'],86,11836,九街广场,新都,新都城区,3室1厅1厨1卫,中楼层 (共33层),72.66㎡,平层,57.99㎡,塔楼,西南,钢混结构,简装,三梯八户,有,2021-11-28,商品房,2019-04-29,普通住宅,满两年,非共有,"
                                有抵押 20万元 华夏银行 业主自还
                              ",已上传房本照片,,,,
30,['翔宇榜样 3室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,翔宇榜样,新都,大丰,3室1厅1厨1卫,低楼层 (共18层),71.75㎡,平层,57.58㎡,板塔结合,东,框架结构,精装,两梯六户,有,2021-12-05,商品房,2019-12-01,普通住宅,满两年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
31,['交大香洲半岛南庭 3室2厅 东南'],113,9488,交大香洲半岛南庭,新都,毗河,3室2厅1厨2卫,低楼层 (共11层),119.1㎡,平层,暂无数据,板楼,东南,框架结构,精装,一梯两户,有,2021-12-08,商品房,2018-11-08,普通住宅,满两年,共有,"
                                有抵押 70万元
                              ",已上传房本照片,,,,
32,['丰瑞玺悦城 3室2厅 东南'],106,13422,丰瑞玺悦城,新都,大丰,3室2厅1厨1卫,高楼层 (共16层),78.98㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯五户,有,2021-11-30,商品房,2016-10-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
33,['汇融悉尼湾达令港 3室1厅 南'],83,13758,汇融悉尼湾达令港,新都,大丰,3室1厅1厨1卫,高楼层 (共29层),60.33㎡,平层,47.36㎡,板塔结合,南,框架结构,精装,三梯八户,有,2021-11-26,商品房,2014-12-11,普通住宅,满五年,非共有,"
                                有抵押 15万元 交通
                              ",已上传房本照片,,,,
34,['万千城 2室2厅 东南'],76,9490,万千城,新都,新都城区,2室2厅1厨1卫,低楼层 (共31层),80.09㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,三梯十一户,有,2021-12-09,商品房,2014-10-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
35,['润扬北城1号 2室2厅 南'],105,12000,润扬北城1号,新都,新都城区,2室2厅1厨1卫,低楼层 (共33层),87.5㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯五户,有,2021-12-17,商品房,2013-12-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
36,['旺府豪庭 4室1厅 东北'],136,14343,旺府豪庭,新都,新都城区,4室1厅1厨2卫,低楼层 (共18层),94.82㎡,平层,77.68㎡,塔楼,东北,框架结构,简装,两梯三户,有,2021-12-10,商品房,2012-06-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
37,['富力桃园B区 2室1厅 西南'],108,13090,富力桃园B区,新都,毗河,2室1厅1厨1卫,中楼层 (共32层),82.51㎡,平层,82.51㎡,板塔结合,西南,钢混结构,精装,两梯六户,有,2021-12-12,商品房,2016-12-10,普通住宅,满五年,非共有,"
                                有抵押 20万元 农业银行 业主自还
                              ",已上传房本照片,,,,
38,['开元国际 2室2厅 南'],115,15570,开元国际,新都,大丰,2室2厅1厨1卫,高楼层 (共26层),73.86㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有,2021-12-13,商品房,2015-01-04,普通住宅,满五年,非共有,"
                                有抵押 5万元
                              ",已上传房本照片,,,,
39,['富力桃园B区 3室2厅 东南 南'],130,11046,富力桃园B区,新都,毗河,3室2厅1厨2卫,高楼层 (共32层),117.7㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,精装,两梯六户,有,2021-12-08,商品房,2016-11-01,普通住宅,满五年,非共有,"
                                有抵押 25万元 农业银行青羊支行 业主自还
                              ",已上传房本照片,,,,
40,['堤亚纳河谷 3室2厅 西南'],124,14268,堤亚纳河谷,新都,毗河,3室2厅1厨1卫,高楼层 (共31层),86.91㎡,平层,68.88㎡,板楼,西南,钢混结构,精装,两梯六户,有,2021-12-11,商品房,2019-04-11,普通住宅,满两年,非共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,,,,
41,['翰香府 3室1厅 东 南'],98.8,9716,翰香府,新都,毗河,3室1厅1厨2卫,中楼层 (共6层),101.69㎡,平层,92.1㎡,板塔结合,东 南,钢混结构,简装,一梯两户,无,2021-12-14,商品房,2012-03-30,普通住宅,满五年,共有,"
                                有抵押 15万元
                              ",已上传房本照片,,,,
42,['香域中央 3室1厅 西北'],122.5,11266,香域中央,新都,毗河,3室1厅1厨2卫,高楼层 (共18层),108.74㎡,平层,89.99㎡,塔楼,西北,框架结构,精装,两梯四户,有,2021-12-14,商品房,2010-12-14,普通住宅,满五年,共有,"
                                有抵押 12万元 交通银行
                              ",已上传房本照片,,,,
43,['润扬观澜鹭岛一期 3室1厅 南'],106,14878,润扬观澜鹭岛一期,新都,毗河,3室1厅1厨1卫,中楼层 (共31层),71.25㎡,平层,55㎡,塔楼,南,钢混结构,精装,两梯六户,有,2021-12-14,商品房,2018-07-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
44,['芙蓉名城三期 4室2厅 南'],132,11886,芙蓉名城三期,新都,新都城区,4室2厅1厨2卫,低楼层 (共18层),111.06㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯四户,有,2021-12-16,商品房,2012-12-28,普通住宅,满五年,共有,"
                                有抵押 24万元 中国银行新都支行
                              ",已上传房本照片,,,,
45,['嘉美华凯 3室1厅 东'],105,12753,嘉美华凯,新都,大丰,3室1厅1厨1卫,中楼层 (共14层),82.34㎡,平层,67.28㎡,板塔结合,东,钢混结构,精装,两梯五户,有,2021-12-16,商品房,2012-10-22,普通住宅,满五年,共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,,,,
46,['保利城三期 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,保利城三期,新都,大丰,3室1厅1厨2卫,低楼层 (共18层),101.54㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯五户,有,2021-08-11,商品房,2017-08-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
47,['源上湾万融城三期D区 3室1厅 东南'],96,11344,源上湾万融城三期D区,新都,新都城区,3室1厅1厨1卫,低楼层 (共29层),84.63㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,三梯六户,有,2021-09-02,商品房,2019-02-02,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
48,['绿地城 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,绿地城,新都,大丰,3室2厅1厨2卫,高楼层 (共33层),103.99㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有,2021-11-25,商品房,2019-09-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
49,['城北优品道 3室1厅 南 北'],暂无数据,首付及贷款情况请咨询经纪人,城北优品道,新都,大丰,3室1厅1厨2卫,中楼层 (共32层),95.92㎡,平层,暂无数据,塔楼,南 北,框架结构,精装,两梯六户,有,2021-10-21,商品房,2018-10-21,普通住宅,满两年,共有,"
                                有抵押 35万元 客户偿还
                              ",已上传房本照片,,,,
50,['保利城三期 2室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,保利城三期,新都,大丰,2室2厅1厨1卫,中楼层 (共18层),76.27㎡,平层,61.35㎡,板楼,东南,钢混结构,精装,两梯六户,有,2021-11-12,商品房,2016-10-17,普通住宅,满五年,非共有,"
                                有抵押 18万元 建行公积金 业主自还
                              ",已上传房本照片,,,,
51,['汇融广场B区 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,汇融广场B区,新都,大丰,3室1厅1厨1卫,高楼层 (共40层),82.01㎡,平层,暂无数据,暂无数据,西,未知结构,毛坯,三梯八户,有,2021-12-21,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 35万元 兴业银行 客户偿还
                              ",未上传房本照片,,,,
52,['开元国际 3室2厅 南'],130,14728,开元国际,新都,大丰,3室2厅1厨1卫,高楼层 (共28层),88.27㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,2021-12-20,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 70万元 建设银行
                              ",未上传房本照片,,,,
53,['蓝光花满庭三期南区 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,蓝光花满庭三期南区,新都,大丰,3室1厅1厨1卫,低楼层 (共26层),80.95㎡,平层,80㎡,塔楼,西南,钢混结构,精装,三梯七户,有,2021-11-12,商品房,2019-04-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
54,['锦绣庭院 2室1厅 东'],83,9765,锦绣庭院,新都,新都城区,2室1厅1厨1卫,低楼层 (共6层),85㎡,平层,暂无数据,板塔结合,东,框架结构,精装,一梯两户,暂无数据,2021-12-14,商品房,2018-12-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
55,['正兴小区 2室1厅 东南'],50,5941,正兴小区,新都,新都城区,2室1厅1厨1卫,中楼层 (共6层),84.17㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,一梯两户,无,2021-12-21,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
56,['保利公园198百合郡 3室2厅 东'],150,12764,保利公园198百合郡,新都,保利公园,3室2厅1厨2卫,高楼层 (共18层),117.52㎡,平层,98.44㎡,板塔结合,东,框架结构,精装,两梯四户,有,2021-09-16,商品房,2011-12-07,普通住宅,满五年,共有,"
                                有抵押 20万元 平安银行 业主自还
                              ",已上传房本照片,,,,
57,['富力桃园B区 3室1厅 南'],114,13342,富力桃园B区,新都,毗河,3室1厅1厨1卫,高楼层 (共32层),85.45㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯六户,有,2021-09-06,商品房,2018-10-11,普通住宅,满两年,共有,"
                                有抵押 15万元 房贷，业主自己偿还
                              ",未上传房本照片,,,,
58,['传化国际新城 3室2厅 东'],93,11391,传化国际新城,新都,毗河,3室2厅1厨1卫,高楼层 (共34层),81.65㎡,平层,81.5㎡,板塔结合,东,钢混结构,精装,两梯六户,有,2021-11-05,商品房,2018-05-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
59,['博雅新城B区 3室2厅 南'],107,9950,博雅新城B区,新都,大丰,3室2厅1厨2卫,中楼层 (共5层),107.54㎡,错层,97.33㎡,板塔结合,南,混合结构,简装,一梯两户,无,2021-10-23,商品房,2013-09-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
60,['东骏湖景湾一期 3室2厅 东南 西北'],167,13507,东骏湖景湾一期,新都,新都城区,3室2厅1厨2卫,中楼层 (共25层),123.64㎡,平层,97.61㎡,板塔结合,东南 西北,钢混结构,简装,两梯五户,有,2021-10-21,商品房,2011-08-24,普通住宅,满五年,共有,"
                                有抵押 15万元 农行 业主自还
                              ",已上传房本照片,,,,
61,['汇融悉尼湾库吉岛一期 3室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,汇融悉尼湾库吉岛一期,新都,大丰,3室2厅1厨2卫,高楼层 (共26层),112.35㎡,平层,93.33㎡,板塔结合,东,框架结构,精装,两梯六户,有,2021-06-19,商品房,2013-06-20,普通住宅,满五年,共有,"
                                有抵押 65万元 客户偿还
                              ",已上传房本照片,,,,
62,['富力桃园B区 3室2厅 东南'],112,13033,富力桃园B区,新都,毗河,3室2厅1厨1卫,高楼层 (共32层),85.94㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,三梯四户,有,2021-10-23,商品房,2015-12-17,普通住宅,满五年,非共有,"
                                有抵押 20万元 农业银行
                              ",已上传房本照片,,,,
63,['天晨花溪碧 3室1厅 东南'],121,10816,天晨花溪碧,新都,大丰,3室1厅1厨1卫,低楼层 (共18层),111.88㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2021-06-03,商品房,2017-05-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
64,['北新国际广场 2室2厅 南'],98,12334,北新国际广场,新都,大丰,2室2厅1厨1卫,低楼层 (共33层),79.46㎡,平层,65.74㎡,板塔结合,南,框架结构,精装,两梯五户,有,2021-07-01,商品房,2014-07-03,普通住宅,满五年,非共有,"
                                有抵押 68万元 乐山银行 客户偿还
                              ",已上传房本照片,,,,
65,['佳乐国际城一期 3室2厅 南'],127,13160,佳乐国际城一期,新都,毗河,3室2厅1厨1卫,高楼层 (共11层),96.51㎡,平层,75.92㎡,板塔结合,南,框架结构,精装,一梯三户,有,2021-06-06,商品房,2012-12-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
66,['博雅新城A区 4室2厅 南 北'],109,9244,博雅新城A区,新都,大丰,4室2厅1厨2卫,高楼层 (共27层),117.92㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯六户,有,2021-11-10,商品房,2017-11-29,普通住宅,满两年,共有,"
                                有抵押 60万元 一抵建行42万  二抵押平安20万 客户偿还
                              ",已上传房本照片,,,,
67,['保利春天花语 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,保利春天花语,新都,大丰,3室1厅1厨1卫,低楼层 (共29层),64.94㎡,平层,52.01㎡,塔楼,西南,钢混结构,简装,三梯八户,有,2021-11-09,商品房,2016-10-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
68,['静安社区 2室1厅 东南'],48.5,5414,静安社区,新都,新都城区,2室1厅1厨1卫,高楼层 (共6层),89.59㎡,平层,暂无数据,暂无数据,东南,未知结构,简装,一梯两户,暂无数据,2021-12-08,商品房,2016-01-19,普通住宅,满五年,共有,"
                                有抵押 25万元 25万需要客户还
                              ",已上传房本照片,,,,
69,['御城 2室1厅 东南'],54,7724,御城,新都,新都城区,2室1厅1厨2卫,中楼层 (共26层),69.92㎡,跃层,暂无数据,塔楼,东南,框架结构,精装,两梯十四户,有,2021-12-09,商品房,2018-04-14,普通住宅,满两年,共有,"
                                有抵押 41万元
                              ",已上传房本照片,,,,
70,['新神风金牛座 2室1厅 东'],106,12949,新神风金牛座,新都,大丰,2室1厅1厨1卫,低楼层 (共25层),81.86㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,2021-11-30,商品房,2018-01-17,普通住宅,满两年,非共有,"
                                有抵押 27万元
                              ",已上传房本照片,,,,
71,['蓝光花满庭二期 2室1厅 西南'],74,14016,蓝光花满庭二期,新都,大丰,2室1厅1厨1卫,高楼层 (共32层),52.8㎡,平层,40.71㎡,塔楼,西南,钢混结构,简装,三梯八户,有,2021-11-25,商品房,2018-07-13,普通住宅,满两年,共有,"
                                有抵押 33万元 建行银行 业主自还
                              ",已上传房本照片,,,,
72,['富力桃园B区 2室1厅 北'],108,12115,富力桃园B区,新都,毗河,2室1厅1厨1卫,低楼层 (共32层),89.15㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有,2021-12-04,商品房,2016-11-01,普通住宅,满五年,非共有,"
                                有抵押 18万元 农业银行
                              ",已上传房本照片,,,,
73,['汇融悉尼湾达令港 2室1厅 南'],92,13369,汇融悉尼湾达令港,新都,大丰,2室1厅1厨1卫,高楼层 (共29层),68.82㎡,平层,暂无数据,板塔结合,南,框架结构,简装,三梯八户,有,2021-11-26,商品房,2016-12-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
74,['时代名邸 2室1厅 南'],75,8510,时代名邸,新都,新都城区,2室1厅1厨1卫,高楼层 (共15层),88.14㎡,平层,71.44㎡,塔楼,南,框架结构,简装,一梯四户,有,2021-12-03,商品房,2012-12-06,普通住宅,满五年,非共有,"
                                有抵押 5万元 农商
                              ",已上传房本照片,,,,
75,['香域中央 2室2厅 西南'],88,11093,香域中央,新都,毗河,2室2厅1厨1卫,低楼层 (共32层),79.33㎡,平层,63.7㎡,塔楼,西南,钢混结构,精装,两梯六户,有,2021-11-30,商品房,2015-10-01,普通住宅,满五年,非共有,"
                                有抵押 10万元 建设银行 业主自还
                              ",已上传房本照片,,,,
76,['我的大学 2室1厅 东 东北'],75,9843,我的大学,新都,新都城区,2室1厅1厨1卫,低楼层 (共27层),76.2㎡,平层,60.38㎡,板塔结合,东 东北,框架结构,简装,两梯九户,有,2021-11-30,商品房,2013-02-28,普通住宅,满五年,非共有,"
                                有抵押 10万元 中国银行，业主自还。
                              ",已上传房本照片,,,,
77,['开元国际 3室2厅 南'],120,15194,开元国际,新都,大丰,3室2厅1厨1卫,低楼层 (共18层),78.98㎡,平层,63.95㎡,板塔结合,南,框架结构,精装,两梯四户,有,2021-11-28,商品房,2015-03-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
78,['尚城逸品 4室2厅 东北'],88,9158,尚城逸品,新都,新都城区,4室2厅1厨1卫,中楼层 (共18层),96.1㎡,平层,73.58㎡,板塔结合,东北,钢混结构,精装,两梯四户,有,2021-12-03,商品房,2019-03-26,普通住宅,满两年,非共有,"
                                有抵押 20万元 建行 客户偿还
                              ",已上传房本照片,,,,
79,['锦绣香城 3室2厅 东南'],98.8,10756,锦绣香城,新都,新都城区,3室2厅1厨1卫,中楼层 (共26层),91.86㎡,平层,73.96㎡,板楼,东南,钢混结构,简装,两梯六户,有,2021-11-28,商品房,2012-12-17,普通住宅,满五年,共有,"
                                有抵押 4万元 业主自还
                              ",已上传房本照片,,,,
