,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型,用水类型,用电类型,燃气价格
0,['三盛都会城 3室1厅 东南'],108,12736,三盛都会城,龙泉驿,东山,3室1厅1厨1卫,中楼层 (共17层),84.8㎡,平层,67㎡,板塔结合,东南,钢混结构,精装,两梯五户,有,2021-12-21,商品房,2017-05-27,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
1,['百悦城四期 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,百悦城四期,龙泉驿,大面,3室1厅1厨1卫,高楼层 (共41层),92.8㎡,平层,暂无数据,塔楼,东南,框架结构,精装,三梯七户,有,2021-12-22,商品房,2019-09-10,普通住宅,满两年,共有,"
                                有抵押 30万元 工商银行 客户偿还
                              ",已上传房本照片,,,,
2,['东山国际新城H区一期 3室2厅 东南'],126,13098,东山国际新城H区一期,龙泉驿,东山,3室2厅1厨2卫,低楼层 (共18层),96.2㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,2021-12-15,商品房,2015-05-01,普通住宅,满五年,非共有,"
                                有抵押 40万元 中国银行24万＋成都银行十多万 客户偿还
                              ",已上传房本照片,,,,
3,['东山国际新城H区二期 3室2厅 东南'],118,12139,东山国际新城H区二期,龙泉驿,东山,3室2厅1厨1卫,高楼层 (共24层),97.21㎡,平层,80.82㎡,塔楼,东南,钢混结构,简装,四梯八户,有,2021-12-13,商品房,2016-08-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
4,['恒大绿洲 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,恒大绿洲,龙泉驿,大面,4室2厅1厨2卫,中楼层 (共11层),138.4㎡,平层,113.79㎡,板楼,南,混合结构,精装,一梯两户,有,2021-11-26,商品房,2015-11-20,普通住宅,满五年,共有,"
                                有抵押 36万元 . 客户偿还
                              ",已上传房本照片,,,,
5,['天悦龙栖台 3室1厅 南'],110,12360,天悦龙栖台,龙泉驿,龙泉驿城区,3室1厅1厨1卫,高楼层 (共33层),89㎡,平层,70.57㎡,塔楼,南,钢混结构,毛坯,三梯六户,有,2021-12-08,商品房,2018-03-28,普通住宅,满两年,非共有,"
                                有抵押 15万元 中国工商银行 业主自还
                              ",已上传房本照片,,,,
6,['东方华美苑 3室1厅 南'],105,9036,东方华美苑,龙泉驿,龙泉驿城区,3室1厅1厨2卫,中楼层 (共6层),116.21㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-12-08,商品房,2008-11-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
7,['林溪美城 3室2厅 东'],100,11290,林溪美城,龙泉驿,阳光城,3室2厅1厨2卫,中楼层 (共18层),88.58㎡,平层,74.07㎡,板塔结合,东,钢混结构,精装,两梯六户,有,2021-11-29,商品房,2014-03-27,普通住宅,满五年,非共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
8,['龙湖三千庭 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千庭,龙泉驿,大面,3室1厅1厨2卫,高楼层 (共34层),90.22㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,2021-11-28,商品房,2017-11-29,普通住宅,满两年,共有,"
                                有抵押 40万元 工商 业主自还
                              ",已上传房本照片,,,,
9,['保利紫薇花语 3室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,保利紫薇花语,龙泉驿,大面,3室1厅1厨2卫,低楼层 (共34层),98.03㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯五户,有,2021-11-29,商品房,2017-10-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
10,['金茂悦龙山 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,金茂悦龙山,龙泉驿,大面,3室1厅1厨2卫,高楼层 (共33层),94.07㎡,平层,暂无数据,塔楼,西,钢混结构,毛坯,两梯五户,有,2021-12-06,商品房,2019-12-08,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
11,['龙城1号 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,龙城1号,龙泉驿,大面,3室2厅1厨2卫,高楼层 (共6层),128.93㎡,平层,113.11㎡,板楼,东南,钢混结构,精装,一梯两户,有,2021-12-11,商品房,2013-09-04,普通住宅,满五年,共有,"
                                有抵押 23万元 工商银行龙泉支行 业主自还
                              ",已上传房本照片,,,,
12,['中国铁建国际城 3室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,中国铁建国际城,龙泉驿,大面,3室1厅1厨1卫,低楼层 (共34层),87.85㎡,平层,70.79㎡,塔楼,东,钢混结构,精装,两梯六户,有,2021-12-10,商品房,2018-02-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
13,['格兰鼎城 2室1厅 东南'],80,10970,格兰鼎城,龙泉驿,航天,2室1厅1厨1卫,高楼层 (共24层),72.93㎡,平层,57.84㎡,板塔结合,东南,钢混结构,毛坯,两梯五户,有,2021-12-17,商品房,2012-04-10,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,,,,
14,['艺锦湾三期 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,艺锦湾三期,龙泉驿,龙泉驿城区,4室2厅1厨2卫,中楼层 (共5层),179.51㎡,跃层,179.51㎡,板塔结合,南,钢混结构,毛坯,一梯两户,有,2021-12-12,商品房,2012-06-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
15,['龙城1号 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,龙城1号,龙泉驿,大面,4室2厅1厨2卫,低楼层 (共9层),143.54㎡,错层,暂无数据,板楼,东南,钢混结构,精装,一梯两户,有,2021-12-15,商品房,2014-12-08,普通住宅,满五年,共有,"
                                有抵押 30万元 建设银行 业主自还
                              ",已上传房本照片,,,,
16,['果壳里的城 4室1厅 西北'],190,15316,果壳里的城,龙泉驿,龙泉驿城区,4室1厅1厨2卫,中楼层 (共34层),124.06㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯六户,有,2021-12-22,商品房,2015-12-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
17,['艺锦湾一期 3室1厅 北'],157,13353,艺锦湾一期,龙泉驿,龙泉驿城区,3室1厅1厨2卫,中楼层 (共6层),117.58㎡,平层,106.62㎡,板塔结合,北,钢混结构,简装,一梯三户,无,2021-12-11,商品房,2009-01-14,普通住宅,满五年,非共有,"
                                有抵押 140万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
18,['皇冠国际社区二期 3室2厅 东南'],153,16631,皇冠国际社区二期,龙泉驿,龙泉驿城区,3室2厅1厨1卫,中楼层 (共27层),92㎡,平层,74.17㎡,塔楼,东南,钢混结构,简装,两梯六户,有,2021-12-11,商品房,2013-11-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
19,['招商依云上城 2室2厅 东'],95,14114,招商依云上城,龙泉驿,西河,2室2厅1厨1卫,高楼层 (共40层),67.31㎡,平层,53.2㎡,板塔结合,东,钢混结构,精装,三梯八户,有,2021-12-15,商品房,2018-04-24,普通住宅,满两年,共有,"
                                有抵押 20万元 中国银行 业主自还
                              ",已上传房本照片,,,,
20,['东山国际新城H区三期 2室2厅 东南'],96,13662,东山国际新城H区三期,龙泉驿,东山,2室2厅1厨1卫,中楼层 (共31层),70.27㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-12-18,商品房,2018-04-16,普通住宅,满两年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
21,['世茂城二期 4室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,世茂城二期,龙泉驿,大面,4室1厅1厨2卫,中楼层 (共11层),119.21㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,2021-12-21,商品房,2017-01-17,普通住宅,满两年,非共有,"
                                有抵押 148万元 业主自还
                              ",已上传房本照片,,,,
22,['天立广场 3室1厅 东南'],85,11110,天立广场,龙泉驿,龙泉驿城区,3室1厅1厨1卫,高楼层 (共33层),76.51㎡,平层,59.34㎡,板塔结合,东南,框架结构,精装,四梯十六户,有,2021-12-22,商品房,2015-03-16,普通住宅,满五年,共有,"
                                有抵押 53万元
                              ",已上传房本照片,,,,
23,['炜岸城一期 2室1厅 南'],95,12639,炜岸城一期,龙泉驿,大面,2室1厅1厨1卫,中楼层 (共23层),75.17㎡,跃层,暂无数据,板塔结合,南,框架结构,精装,三梯三十二户,有,2021-12-16,商品房,2017-12-16,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
24,['怡和新城A区 2室1厅 南 北'],65,9065,怡和新城A区,龙泉驿,龙泉驿城区,2室1厅1厨1卫,中楼层 (共6层),71.71㎡,平层,暂无数据,板楼,南 北,砖混结构,毛坯,一梯四户,无,2021-12-20,商品房,2009-08-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
25,['龙城1号 3室1厅 东南 南'],暂无数据,首付及贷款情况请咨询经纪人,龙城1号,龙泉驿,大面,3室1厅1厨2卫,中楼层 (共33层),88.15㎡,平层,69.24㎡,塔楼,东南 南,钢混结构,简装,两梯六户,有,2021-12-16,商品房,2012-12-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
26,['昊园江南壹品 3室2厅 南'],103.7,12494,昊园江南壹品,龙泉驿,西河,3室2厅1厨1卫,中楼层 (共29层),83㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯八户,有,2021-12-11,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 20万元 客户偿还
                              ",未上传房本照片,,,,
27,['东域龙湾二期 3室1厅 东南'],105.8,12026,东域龙湾二期,龙泉驿,航天,3室1厅1厨1卫,高楼层 (共32层),87.98㎡,平层,70.21㎡,板塔结合,东南,钢混结构,简装,两梯五户,有,2021-10-22,商品房,2015-07-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
28,['东山国际新城C区 4室2厅 东南'],177.7,10381,东山国际新城C区,龙泉驿,东山,4室2厅1厨2卫,低楼层 (共18层),171.18㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯两户,有,2021-09-09,商品房,2012-06-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
29,['东山国际新城C区 4室2厅 南'],185,10819,东山国际新城C区,龙泉驿,东山,4室2厅1厨2卫,中楼层 (共18层),171㎡,错层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,有,2020-01-16,商品房,2017-03-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
30,['江华路28号 3室1厅 南'],80,9848,江华路28号,龙泉驿,十陵,3室1厅1厨1卫,中楼层 (共7层),81.24㎡,平层,72.71㎡,板塔结合,南,混合结构,简装,一梯四户,有,2021-09-20,商品房,2010-01-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
31,['东山国际新城B区 3室2厅 东南'],143,11791,东山国际新城B区,龙泉驿,东山,3室2厅1厨2卫,中楼层 (共10层),121.28㎡,错层,121.28㎡,板楼,东南,钢混结构,简装,一梯两户,有,2020-10-27,商品房,2009-11-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
32,['三盛都会城 3室1厅 东北'],108,12104,三盛都会城,龙泉驿,东山,3室1厅1厨1卫,高楼层 (共18层),89.23㎡,平层,71.96㎡,板塔结合,东北,钢混结构,简装,两梯四户,有,2021-08-14,商品房,2018-05-19,普通住宅,满两年,共有,"
                                有抵押 20万元 工商银行草市街支行 业主自还
                              ",已上传房本照片,,,,
33,['百悦天鹅湖 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,百悦天鹅湖,龙泉驿,大面,3室1厅1厨2卫,中楼层 (共31层),107.56㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-11-24,商品房,2017-12-25,普通住宅,满两年,共有,"
                                有抵押 80万元 光大银行 客户偿还
                              ",已上传房本照片,,,,
34,['林溪康城 3室1厅 西南'],95,11199,林溪康城,龙泉驿,阳光城,3室1厅1厨1卫,高楼层 (共34层),84.83㎡,平层,67.26㎡,板塔结合,西南,钢混结构,精装,三梯七户,有,2021-12-01,商品房,2019-09-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
35,['保利紫薇花语 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,保利紫薇花语,龙泉驿,大面,3室2厅1厨1卫,高楼层 (共34层),77.34㎡,平层,70㎡,板塔结合,东南,钢混结构,简装,两梯六户,有,2021-12-08,商品房,2019-06-17,普通住宅,满两年,共有,"
                                有抵押 18万元 业主自还
                              ",已上传房本照片,,,,
36,['林溪康城 3室1厅 东南'],95,11199,林溪康城,龙泉驿,阳光城,3室1厅1厨1卫,高楼层 (共34层),84.83㎡,平层,67.27㎡,板塔结合,东南,钢混结构,精装,三梯七户,有,2021-12-02,商品房,2019-10-16,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,,,,
37,['凯德卓锦万黛 3室2厅 东 西'],暂无数据,首付及贷款情况请咨询经纪人,凯德卓锦万黛,龙泉驿,大面,3室2厅1厨2卫,高楼层 (共39层),92.42㎡,平层,74.26㎡,板塔结合,东 西,钢混结构,精装,三梯六户,有,2021-11-26,商品房,2016-02-24,普通住宅,满五年,非共有,"
                                有抵押 27万元 业主自还
                              ",已上传房本照片,,,,
38,['果壳里的城 3室2厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,果壳里的城,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共34层),87.32㎡,平层,71.61㎡,板塔结合,东北,钢混结构,精装,两梯六户,有,2021-11-30,商品房,2014-03-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
39,['保利玫瑰花语 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,保利玫瑰花语,龙泉驿,大面,3室1厅1厨1卫,高楼层 (共25层),78.07㎡,平层,暂无数据,板楼,西,钢混结构,毛坯,两梯六户,有,2021-12-07,商品房,2016-03-16,普通住宅,满五年,共有,"
                                有抵押 10万元 房东自己解决 业主自还
                              ",已上传房本照片,,,,
40,['炜岸城一期 3室2厅 南 东北'],暂无数据,首付及贷款情况请咨询经纪人,炜岸城一期,龙泉驿,大面,3室2厅1厨2卫,低楼层 (共30层),88.18㎡,平层,80㎡,板楼,南 东北,钢混结构,简装,两梯六户,有,2021-12-03,商品房,2017-05-25,普通住宅,满两年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
41,['林溪康城 3室1厅 西南'],96,11317,林溪康城,龙泉驿,阳光城,3室1厅1厨1卫,中楼层 (共34层),84.83㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,三梯七户,有,2021-12-01,商品房,2019-09-23,普通住宅,满两年,共有,"
                                有抵押 22万元 工商银行 客户偿还
                              ",已上传房本照片,,,,
42,['师大现代花园 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,师大现代花园,龙泉驿,大面,3室1厅1厨2卫,高楼层 (共17层),113.65㎡,平层,110㎡,塔楼,西,钢混结构,毛坯,两梯四户,有,2021-12-10,商品房,2012-12-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
43,['招商依云上城 3室2厅 东南'],135,14168,招商依云上城,龙泉驿,西河,3室2厅1厨2卫,高楼层 (共41层),95.29㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,三梯六户,有,2021-12-07,商品房,2018-03-21,普通住宅,满两年,共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
44,['御嶺春天 3室1厅 东南'],154,14548,御嶺春天,龙泉驿,航天,3室1厅1厨2卫,中楼层 (共28层),105.86㎡,平层,86.13㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-11-26,商品房,2016-06-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
45,['学林 3室2厅 南'],145,11825,学林,龙泉驿,十陵,3室2厅1厨2卫,高楼层 (共18层),122.63㎡,平层,122.63㎡,塔楼,南,框架结构,精装,两梯五户,有,2021-11-30,商品房,2010-04-26,普通住宅,满五年,共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
46,['劲力蓝色理想 4室2厅 东南'],129,9187,劲力蓝色理想,龙泉驿,航天,4室2厅1厨2卫,高楼层 (共26层),140.43㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,两梯三户,有,2021-12-08,商品房,2009-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
47,['天府逸家一期 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,天府逸家一期,龙泉驿,大面,2室1厅1厨1卫,低楼层 (共41层),65.32㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,三梯八户,有,2021-11-27,商品房,2017-06-05,普通住宅,满两年,非共有,"
                                有抵押 22万元 建设银行 业主自还
                              ",已上传房本照片,,,,
48,['恒大绿洲 3室2厅 西'],暂无数据,首付及贷款情况请咨询经纪人,恒大绿洲,龙泉驿,大面,3室2厅1厨1卫,中楼层 (共11层),108.26㎡,平层,108.26㎡,板楼,西,混合结构,精装,一梯四户,有,2021-11-27,商品房,2010-05-24,普通住宅,满五年,共有,"
                                有抵押 75万元 银行抵押75万 客户偿还
                              ",已上传房本照片,,,,
49,['凯德卓锦万黛 2室1厅 东 东南'],暂无数据,首付及贷款情况请咨询经纪人,凯德卓锦万黛,龙泉驿,大面,2室1厅1厨1卫,低楼层 (共39层),77.58㎡,平层,60.89㎡,板塔结合,东 东南,钢混结构,精装,三梯五户,有,2021-11-26,商品房,2016-07-29,普通住宅,满五年,非共有,"
                                有抵押 25万元 交通 客户偿还
                              ",已上传房本照片,,,,
50,['龙城1号 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,龙城1号,龙泉驿,大面,2室1厅1厨1卫,中楼层 (共6层),87.99㎡,错层,78.17㎡,板楼,东南,混合结构,精装,一梯两户,无,2021-12-12,商品房,2013-02-18,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
51,['电建地产云立方 2室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,电建地产云立方,龙泉驿,大面,2室2厅1厨1卫,低楼层 (共31层),80.66㎡,平层,65.15㎡,板塔结合,东,钢混结构,精装,三梯六户,有,2021-12-10,商品房,2015-08-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
52,['金上城 2室1厅 东南'],97,11859,金上城,龙泉驿,龙泉驿城区,2室1厅1厨1卫,低楼层 (共33层),81.8㎡,平层,68.61㎡,塔楼,东南,框架结构,毛坯,三梯八户,有,2021-12-12,商品房,2014-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
53,['海川国际社区 1室1厅 南'],20,5387,海川国际社区,龙泉驿,龙泉驿城区,1室1厅0厨1卫,低楼层 (共9层),37.13㎡,平层,28.43㎡,板楼,南,钢混结构,简装,两梯三十七户,有,2021-12-11,商品房,2018-05-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
54,['皇冠国际社区二期 2室1厅 西北'],153,16629,皇冠国际社区二期,龙泉驿,龙泉驿城区,2室1厅1厨1卫,低楼层 (共27层),92.01㎡,平层,74.17㎡,塔楼,西北,钢混结构,精装,两梯六户,有,2021-12-16,商品房,2013-11-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
55,['中国铁建国际城 3室2厅 西'],暂无数据,首付及贷款情况请咨询经纪人,中国铁建国际城,龙泉驿,大面,3室2厅1厨1卫,高楼层 (共34层),88.61㎡,平层,71.99㎡,塔楼,西,钢混结构,精装,两梯六户,有,2021-11-27,商品房,2013-10-24,普通住宅,满五年,共有,"
                                有抵押 20万元 农业银行经开区支行 客户偿还
                              ",已上传房本照片,,,,
56,['陶然精舍 3室2厅 东南'],108,8460,陶然精舍,龙泉驿,龙泉驿城区,3室2厅1厨2卫,低楼层 (共6层),127.67㎡,平层,114.59㎡,板塔结合,东南,钢混结构,精装,一梯两户,无,2021-12-14,商品房,2016-02-01,普通住宅,满五年,共有,"
                                有抵押 7万元
                              ",已上传房本照片,,,,
57,['世茂城二期 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,世茂城二期,龙泉驿,大面,3室1厅1厨1卫,低楼层 (共33层),85.65㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,三梯八户,有,2021-12-14,商品房,2013-10-10,普通住宅,满两年,非共有,"
                                有抵押 115万元 建行 客户偿还
                              ",已上传房本照片,,,,
58,['东山国际新城B区 4室2厅 南'],160,11512,东山国际新城B区,龙泉驿,东山,4室2厅1厨2卫,中楼层 (共10层),138.99㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2021-09-07,商品房,2010-04-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
59,['东山国际新城A区 3室2厅 东南'],148,11283,东山国际新城A区,龙泉驿,东山,3室2厅1厨2卫,低楼层 (共6层),131.18㎡,平层,131.18㎡,板塔结合,东南,钢混结构,简装,一梯两户,无,2021-07-09,商品房,2012-07-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
60,['龙博御景 2室1厅 南'],100,11491,龙博御景,龙泉驿,西河,2室1厅1厨1卫,低楼层 (共17层),87.03㎡,平层,74.37㎡,板塔结合,南,钢混结构,简装,两梯六户,有,2021-11-11,商品房,2011-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
61,['星河名居 3室2厅 南 北'],110,9372,星河名居,龙泉驿,航天,3室2厅1厨1卫,中楼层 (共7层),117.38㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2020-09-17,商品房,2003-12-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
62,['艺锦湾三期 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,艺锦湾三期,龙泉驿,龙泉驿城区,3室1厅1厨2卫,高楼层 (共6层),124.99㎡,平层,106.89㎡,板塔结合,南,钢混结构,毛坯,一梯两户,有,2021-05-25,商品房,2013-06-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
63,['万鸿城市花园 3室2厅 南'],139.2,11736,万鸿城市花园,龙泉驿,龙泉驿城区,3室2厅1厨2卫,高楼层 (共24层),118.61㎡,平层,95.4㎡,板塔结合,南,钢混结构,精装,两梯五户,有,2021-05-05,商品房,2012-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
64,['东山国际新城D区 2室2厅 东南'],82,12480,东山国际新城D区,龙泉驿,东山,2室2厅1厨1卫,中楼层 (共14层),65.71㎡,平层,47.74㎡,板塔结合,东南,钢混结构,精装,三梯十四户,有,2021-11-18,商品房,2013-11-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
65,['京龙名苑 3室2厅 东南'],110,8902,京龙名苑,龙泉驿,航天,3室2厅1厨2卫,中楼层 (共7层),123.58㎡,平层,暂无数据,板楼,东南,混合结构,精装,一梯两户,无,2021-08-18,商品房,2010-07-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
66,['龙腾东麓城 3室1厅 西'],103,11644,龙腾东麓城,龙泉驿,东山,3室1厅1厨2卫,中楼层 (共32层),88.46㎡,平层,暂无数据,板塔结合,西,框架结构,简装,两梯六户,有,2021-07-28,商品房,2017-06-12,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
67,['龙腾东麓城 3室1厅 东南 东北'],94,11372,龙腾东麓城,龙泉驿,东山,3室1厅1厨1卫,高楼层 (共32层),82.66㎡,平层,暂无数据,板塔结合,东南 东北,框架结构,毛坯,两梯六户,有,2021-10-17,商品房,2014-05-04,普通住宅,满五年,非共有,"
                                有抵押 20万元 中国银行 客户偿还
                              ",已上传房本照片,,,,
68,['航天城甲一区 3室2厅 东南'],62,7643,航天城甲一区,龙泉驿,航天,3室2厅1厨1卫,中楼层 (共6层),81.12㎡,平层,暂无数据,暂无数据,东南,未知结构,简装,一梯两户,暂无数据,2021-08-12,商品房,2011-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
69,['御嶺春天 3室1厅 东南'],110,12223,御嶺春天,龙泉驿,航天,3室1厅1厨1卫,低楼层 (共26层),90㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-08-30,商品房,2017-09-20,普通住宅,满两年,非共有,"
                                有抵押 40万元 工商银行，二抵成都银行 客户偿还
                              ",已上传房本照片,,,,
70,['恒大绿洲 4室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,恒大绿洲,龙泉驿,大面,4室2厅1厨2卫,高楼层 (共11层),173.82㎡,跃层,147.81㎡,板楼,北,混合结构,精装,一梯四户,有,2021-03-21,商品房,2011-12-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
71,['汇丰苑 3室1厅 南'],89.8,10867,汇丰苑,龙泉驿,龙泉驿城区,3室1厅1厨1卫,低楼层 (共6层),82.64㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,暂无数据,2021-09-25,商品房,2018-01-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
72,['武城大观城市花园二期 3室2厅 东南'],172,16614,武城大观城市花园二期,龙泉驿,洪河,3室2厅1厨1卫,低楼层 (共11层),103.53㎡,平层,84.71㎡,板楼,东南,框架结构,精装,一梯四户,有,2021-07-23,商品房,2014-02-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
73,['十陵小区 3室2厅 南 北'],75,8366,十陵小区,龙泉驿,十陵,3室2厅1厨1卫,低楼层 (共7层),89.65㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,2021-10-21,商品房,2001-09-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
74,['格调城 3室2厅 东南'],101,11174,格调城,龙泉驿,东山,3室2厅1厨1卫,中楼层 (共18层),90.39㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯五户,有,2021-11-12,商品房,2014-11-15,普通住宅,满五年,共有,"
                                有抵押 13万元 兴业银行13万，客户首付款结案 客户偿还
                              ",已上传房本照片,,,,
75,['江华路343号 4室2厅 南'],108,6757,江华路343号,龙泉驿,十陵,4室2厅1厨2卫,中楼层 (共7层),159.84㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-05-14,商品房,2011-03-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
76,['华府幸福城A区 3室2厅 东南'],75,10618,华府幸福城A区,龙泉驿,阳光城,3室2厅1厨1卫,中楼层 (共34层),70.64㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,三梯八户,有,2021-12-22,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 16万元 客户偿还
                              ",未上传房本照片,,,,
